claim_id,target,candidate_id,kind,validation_lb_vs_momentum,validation_lb_vs_atr,lockbox_lb_vs_momentum,lockbox_lb_vs_atr,validation_precision,lockbox_precision,promoted_diagnostic,production_promoted,live_decision_weight,capital_permission
up20_21|single|pos_gapz_max_5|+1,up20_21,single|pos_gapz_max_5|+1,single,-0.0445139938653964,-0.32127385121352825,-0.05416965118979486,-0.1410626534748738,0.02619047619047619,0.01046875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_ret_5|+1,up20_21,pair|pos_gapz_max_5|+1|self_ret_5|+1,pair,-0.034940936582517,-0.30356261128478185,-0.056084574083373744,-0.13652337704675796,0.03190476190476191,0.01234375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_ret_5|-1,up20_21,pair|pos_gapz_max_5|+1|self_ret_5|-1,pair,-0.03139073212138143,-0.2555624352208582,-0.052258729554037486,-0.1426751123228584,0.053015873015873016,0.01453125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_ret_21|+1,up20_21,pair|pos_gapz_max_5|+1|self_ret_21|+1,pair,-0.04779072032046709,-0.32887205248619694,-0.04886828926266183,-0.1467794470852557,0.029682539682539682,0.01046875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_ret_21|-1,up20_21,pair|pos_gapz_max_5|+1|self_ret_21|-1,pair,-0.053773064424608025,-0.23181351985235937,-0.05976010732649692,-0.12275178217244354,0.05555555555555555,0.019375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_ret_63|+1,up20_21,pair|pos_gapz_max_5|+1|self_ret_63|+1,pair,-0.06166828005871693,-0.3445499577064927,-0.05132591070843602,-0.15368043474929077,0.03190476190476191,0.01015625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_ret_63|-1,up20_21,pair|pos_gapz_max_5|+1|self_ret_63|-1,pair,-0.06252811244025179,-0.21927431562904004,-0.0630737903569367,-0.12287375827815088,0.06126984126984127,0.018125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_mom_252_21|+1,up20_21,pair|pos_gapz_max_5|+1|self_mom_252_21|+1,pair,-0.0450602101683402,-0.3374794281309981,-0.04358753978192434,-0.15316223766011322,0.015238095238095238,0.0115625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_mom_252_21|-1,up20_21,pair|pos_gapz_max_5|+1|self_mom_252_21|-1,pair,-0.03555568015593567,-0.20328126900514482,-0.0651957939011292,-0.10122319755510942,0.08031746031746032,0.0259375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_atr_63|+1,up20_21,pair|pos_gapz_max_5|+1|self_atr_63|+1,pair,-0.03385365831277105,-0.18030076130961606,-0.055107530502799755,-0.08979592218461821,0.0880952380952381,0.036875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_atr_63|-1,up20_21,pair|pos_gapz_max_5|+1|self_atr_63|-1,pair,-0.07442322373755166,-0.3662307644480355,-0.06124260822170713,-0.16419197735691637,0.0011111111111111111,0.00078125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_compression_20_63|+1,up20_21,pair|pos_gapz_max_5|+1|self_compression_20_63|+1,pair,-0.0507867441948486,-0.2613361981912594,-0.06238165968042482,-0.1552701968622064,0.04238095238095238,0.00515625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_compression_20_63|-1,up20_21,pair|pos_gapz_max_5|+1|self_compression_20_63|-1,pair,-0.05975134925204022,-0.3398686693355282,-0.055074397022431026,-0.1428536872775263,0.019365079365079366,0.0109375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|+1,up20_21,pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|+1,pair,-0.043288289063218965,-0.3106102498554727,-0.049433565418896756,-0.13762895590786536,0.027936507936507936,0.014375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|-1,up20_21,pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|-1,pair,-0.032951752620759826,-0.2996634978696705,-0.05600097556948494,-0.1392457710642135,0.031746031746031744,0.01234375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_dist_high_63|+1,up20_21,pair|pos_gapz_max_5|+1|self_dist_high_63|+1,pair,-0.0655112756218451,-0.354880232623455,-0.051038307625491997,-0.15549557784238194,0.017619047619047618,0.005625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_dist_high_63|-1,up20_21,pair|pos_gapz_max_5|+1|self_dist_high_63|-1,pair,-0.053846490212079524,-0.1913706727555918,-0.06176810467460128,-0.10955401613702906,0.07587301587301587,0.02359375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_range_loc_63|+1,up20_21,pair|pos_gapz_max_5|+1|self_range_loc_63|+1,pair,-0.06402510072592349,-0.3512486184642146,-0.051684367085256006,-0.1540112023774366,0.020158730158730157,0.00625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|+1|self_range_loc_63|-1,up20_21,pair|pos_gapz_max_5|+1|self_range_loc_63|-1,pair,-0.05273710962105558,-0.24892558906474882,-0.060646674357710095,-0.13143563226012273,0.047142857142857146,0.0146875,False,False,0.0,BLOCKED
up20_21|single|pos_gapz_max_5|-1,up20_21,single|pos_gapz_max_5|-1,single,-0.030615751977093958,-0.32498486794431436,-0.04553580835771685,-0.1485016904807289,0.03015873015873016,0.01390625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_ret_5|+1,up20_21,pair|pos_gapz_max_5|-1|self_ret_5|+1,pair,-0.04590886263012366,-0.33642655966263296,-0.040331326586422446,-0.1320198257799376,0.026825396825396825,0.0221875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_ret_5|-1,up20_21,pair|pos_gapz_max_5|-1|self_ret_5|-1,pair,-0.021199153048412706,-0.2981620649040717,-0.03640428788188912,-0.12534349046184773,0.04555555555555556,0.02421875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_ret_21|+1,up20_21,pair|pos_gapz_max_5|-1|self_ret_21|+1,pair,-0.044143570667877836,-0.33778971130599866,-0.03352934498797896,-0.14455786863890774,0.03142857142857143,0.01703125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_ret_21|-1,up20_21,pair|pos_gapz_max_5|-1|self_ret_21|-1,pair,-0.02357467561613651,-0.29359371171660553,-0.054098691466207535,-0.11065585188819889,0.04587301587301587,0.02703125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_ret_63|+1,up20_21,pair|pos_gapz_max_5|-1|self_ret_63|+1,pair,-0.04064114615765927,-0.3376153108432012,-0.03477028366983552,-0.13671134491572653,0.034444444444444444,0.0209375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_ret_63|-1,up20_21,pair|pos_gapz_max_5|-1|self_ret_63|-1,pair,-0.03655101484530231,-0.2569005208187776,-0.05040557957331742,-0.11486645451294017,0.05603174603174603,0.0296875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_mom_252_21|+1,up20_21,pair|pos_gapz_max_5|-1|self_mom_252_21|+1,pair,-0.039687336938799236,-0.33546402107224393,-0.02143244163549988,-0.14414632876964842,0.022857142857142857,0.02515625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_mom_252_21|-1,up20_21,pair|pos_gapz_max_5|-1|self_mom_252_21|-1,pair,-0.015341966717751815,-0.25686913940245076,-0.05554297523124003,-0.10242753786901902,0.0746031746031746,0.0309375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_atr_63|+1,up20_21,pair|pos_gapz_max_5|-1|self_atr_63|+1,pair,0.005705194808366329,-0.22993125053644087,-0.024214369840519927,-0.08750308925696491,0.09111111111111111,0.0509375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_atr_63|-1,up20_21,pair|pos_gapz_max_5|-1|self_atr_63|-1,pair,-0.07656646460939373,-0.36760589090533496,-0.05399751021420368,-0.16442230825804977,0.00015873015873015873,0.00109375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_compression_20_63|+1,up20_21,pair|pos_gapz_max_5|-1|self_compression_20_63|+1,pair,-0.03365288154488754,-0.2821313691136055,-0.04177200741400661,-0.13908880986639943,0.04349206349206349,0.01625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_compression_20_63|-1,up20_21,pair|pos_gapz_max_5|-1|self_compression_20_63|-1,pair,-0.05261523296970309,-0.3413886671540072,-0.05736757827515049,-0.1352688896811956,0.02095238095238095,0.0146875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|+1,up20_21,pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|+1,pair,-0.04031980829856811,-0.32970177748196594,-0.04363398324988858,-0.14230278089567877,0.026984126984126985,0.01609375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|-1,up20_21,pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|-1,pair,-0.03224744937675303,-0.32083898773822295,-0.045376903995147336,-0.14495822600342334,0.03,0.0128125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_dist_high_63|+1,up20_21,pair|pos_gapz_max_5|-1|self_dist_high_63|+1,pair,-0.062351853975835425,-0.35646732769415335,-0.04580777504505215,-0.15214686621697482,0.01253968253968254,0.0096875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_dist_high_63|-1,up20_21,pair|pos_gapz_max_5|-1|self_dist_high_63|-1,pair,-0.023442311168902604,-0.250000472567916,-0.04206447502675082,-0.1091881055003556,0.06968253968253968,0.035,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_range_loc_63|+1,up20_21,pair|pos_gapz_max_5|-1|self_range_loc_63|+1,pair,-0.05659774144033612,-0.35013080785330175,-0.04441608510427315,-0.14912179677072085,0.019206349206349206,0.01078125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_5|-1|self_range_loc_63|-1,up20_21,pair|pos_gapz_max_5|-1|self_range_loc_63|-1,pair,-0.0343429607044755,-0.29154724651315334,-0.052578539402697765,-0.1208434819349403,0.04365079365079365,0.023125,False,False,0.0,BLOCKED
up20_21|single|pos_gapz_max_10|+1,up20_21,single|pos_gapz_max_10|+1,single,-0.053206924991656,-0.32936445006913306,-0.050227613416376674,-0.1472123298636668,0.01873015873015873,0.0109375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_ret_5|+1,up20_21,pair|pos_gapz_max_10|+1|self_ret_5|+1,pair,-0.039623164568526575,-0.31763324971641316,-0.05667854575417534,-0.1350267582663397,0.029523809523809525,0.01375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_ret_5|-1,up20_21,pair|pos_gapz_max_10|+1|self_ret_5|-1,pair,-0.030883188979269945,-0.2554923693691665,-0.04687703132352152,-0.13885969176803561,0.05587301587301587,0.015625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_ret_21|+1,up20_21,pair|pos_gapz_max_10|+1|self_ret_21|+1,pair,-0.061326113511199765,-0.3413684757629767,-0.052585823994492395,-0.15050980785409462,0.027301587301587302,0.008125,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_ret_21|-1,up20_21,pair|pos_gapz_max_10|+1|self_ret_21|-1,pair,-0.04524312628378153,-0.24250513433221801,-0.059883831465662146,-0.11828866285922669,0.05412698412698413,0.02171875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_ret_63|+1,up20_21,pair|pos_gapz_max_10|+1|self_ret_63|+1,pair,-0.06607211058128071,-0.34834527243339874,-0.05464184878869634,-0.15201145710153974,0.03238095238095238,0.009375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_ret_63|-1,up20_21,pair|pos_gapz_max_10|+1|self_ret_63|-1,pair,-0.05694377358668799,-0.23658475118579247,-0.05714679911701643,-0.12079332431197864,0.05650793650793651,0.0196875,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_mom_252_21|+1,up20_21,pair|pos_gapz_max_10|+1|self_mom_252_21|+1,pair,-0.05807205718922255,-0.34728636751025665,-0.040568835325477316,-0.15231868391423434,0.012380952380952381,0.014375,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_mom_252_21|-1,up20_21,pair|pos_gapz_max_10|+1|self_mom_252_21|-1,pair,-0.024615118726241295,-0.22644360344224929,-0.06762136928681603,-0.10132470643518457,0.08,0.025625,False,False,0.0,BLOCKED
up20_21|pair|pos_gapz_max_10|+1|self_atr_63|+1,up20_21,pair|pos_gapz_max_10|+1|self_atr_63|+1,pair,-0.01905833597153169,-0.2082853773645805,-0.049274604890914744,-0.09474469288420254,0.08619047619047619,0.03671875,False,False,0.0,BLOCKED
up30_63|single|pos_gapz_max_5|+1,up30_63,single|pos_gapz_max_5|+1,single,-0.07429530879823339,-0.439688863432659,-0.09394247241811002,-0.25179948925074697,0.05396825396825397,0.02280373831775701,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_ret_5|+1,up30_63,pair|pos_gapz_max_5|+1|self_ret_5|+1,pair,-0.06001364833616875,-0.4279688902015403,-0.09152333061486835,-0.24881527659221203,0.06682539682539683,0.024672897196261683,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_ret_5|-1,up30_63,pair|pos_gapz_max_5|+1|self_ret_5|-1,pair,-0.0642540805168313,-0.3818952118750848,-0.09048666948984478,-0.25324132309195035,0.07396825396825397,0.02822429906542056,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_ret_21|+1,up30_63,pair|pos_gapz_max_5|+1|self_ret_21|+1,pair,-0.08033859414269001,-0.45966733933679105,-0.105979470932489,-0.26428059165835416,0.06095238095238095,0.017196261682242992,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_ret_21|-1,up30_63,pair|pos_gapz_max_5|+1|self_ret_21|-1,pair,-0.08305641114148243,-0.36380839123210346,-0.08468443013971871,-0.2580558348547195,0.08285714285714285,0.03327102803738318,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_ret_63|+1,up30_63,pair|pos_gapz_max_5|+1|self_ret_63|+1,pair,-0.09895644829732468,-0.4874386349460512,-0.10127052044929186,-0.24691934176246688,0.06428571428571428,0.020747663551401868,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_ret_63|-1,up30_63,pair|pos_gapz_max_5|+1|self_ret_63|-1,pair,-0.10929065204950138,-0.325192006026621,-0.08680086391440148,-0.24329251448237,0.09603174603174604,0.030093457943925234,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_mom_252_21|+1,up30_63,pair|pos_gapz_max_5|+1|self_mom_252_21|+1,pair,-0.09519310151072226,-0.4898172496203415,-0.07799283480752642,-0.24864074510685052,0.029206349206349208,0.029158878504672896,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_mom_252_21|-1,up30_63,pair|pos_gapz_max_5|+1|self_mom_252_21|-1,pair,-0.06381102220235954,-0.30714755889142414,-0.08955163723888185,-0.21804922957751754,0.12380952380952381,0.03383177570093458,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_atr_63|+1,up30_63,pair|pos_gapz_max_5|+1|self_atr_63|+1,pair,-0.04220015228662119,-0.261193745249026,-0.06033205375070252,-0.15799838793628346,0.15253968253968253,0.06504672897196262,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_atr_63|-1,up30_63,pair|pos_gapz_max_5|+1|self_atr_63|-1,pair,-0.1389548205486683,-0.5375257721428334,-0.13003338161579037,-0.3051711209233105,0.0026984126984126986,0.00018691588785046728,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_compression_20_63|+1,up30_63,pair|pos_gapz_max_5|+1|self_compression_20_63|+1,pair,-0.08638028215300061,-0.36993591427581934,-0.10936864258425173,-0.27723791387588204,0.07396825396825397,0.014579439252336448,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_compression_20_63|-1,up30_63,pair|pos_gapz_max_5|+1|self_compression_20_63|-1,pair,-0.0879059059681896,-0.4735562597678365,-0.09857762480224751,-0.23969672491700517,0.0426984126984127,0.01850467289719626,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|+1,up30_63,pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|+1,pair,-0.06184103418805572,-0.43109771498169985,-0.08580955138820118,-0.24692448845574025,0.055714285714285716,0.025981308411214953,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|-1,up30_63,pair|pos_gapz_max_5|+1|self_volume_ratio_5_20|-1,pair,-0.08735930515837617,-0.42920255719581835,-0.11595457526892329,-0.23166490363176467,0.05174603174603175,0.01514018691588785,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_dist_high_63|+1,up30_63,pair|pos_gapz_max_5|+1|self_dist_high_63|+1,pair,-0.11533364865192493,-0.5120960159842033,-0.11674562101554126,-0.2827160575676321,0.032063492063492065,0.0065420560747663555,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_dist_high_63|-1,up30_63,pair|pos_gapz_max_5|+1|self_dist_high_63|-1,pair,-0.08613752543872175,-0.29928374026007576,-0.07303347652764872,-0.2338129780751972,0.11761904761904762,0.044672897196261684,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_range_loc_63|+1,up30_63,pair|pos_gapz_max_5|+1|self_range_loc_63|+1,pair,-0.10599336274843794,-0.5010623365605152,-0.11372076828621855,-0.28120981324677796,0.04047619047619048,0.008037383177570093,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|+1|self_range_loc_63|-1,up30_63,pair|pos_gapz_max_5|+1|self_range_loc_63|-1,pair,-0.07449106290285039,-0.39182273972021975,-0.10028052817116699,-0.26179405070604894,0.06746031746031746,0.02336448598130841,False,False,0.0,BLOCKED
up30_63|single|pos_gapz_max_5|-1,up30_63,single|pos_gapz_max_5|-1,single,-0.09468938170130153,-0.48802871967765027,-0.0888678484656357,-0.20604431104925655,0.04888888888888889,0.03981308411214953,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_ret_5|+1,up30_63,pair|pos_gapz_max_5|-1|self_ret_5|+1,pair,-0.08639007315600877,-0.4811937238402052,-0.0731077083222284,-0.2009935100745222,0.06365079365079365,0.04747663551401869,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_ret_5|-1,up30_63,pair|pos_gapz_max_5|-1|self_ret_5|-1,pair,-0.0667375519250776,-0.44446120068124195,-0.10588970296181148,-0.15453351243685085,0.07507936507936508,0.04822429906542056,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_ret_21|+1,up30_63,pair|pos_gapz_max_5|-1|self_ret_21|+1,pair,-0.09885589795902903,-0.4878698013677162,-0.07605008686779624,-0.22666312309997,0.06793650793650793,0.05065420560747663,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_ret_21|-1,up30_63,pair|pos_gapz_max_5|-1|self_ret_21|-1,pair,-0.05253221612976132,-0.43207539687241314,-0.1281361645533464,-0.16339352632534704,0.07412698412698412,0.04,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_ret_63|+1,up30_63,pair|pos_gapz_max_5|-1|self_ret_63|+1,pair,-0.10249524291662857,-0.488856607607828,-0.08771751593168295,-0.19322932314828734,0.07555555555555556,0.05177570093457944,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_ret_63|-1,up30_63,pair|pos_gapz_max_5|-1|self_ret_63|-1,pair,-0.046619323565230804,-0.4018686313568334,-0.10660605923331125,-0.15343702347018925,0.08619047619047619,0.05102803738317757,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_mom_252_21|+1,up30_63,pair|pos_gapz_max_5|-1|self_mom_252_21|+1,pair,-0.08286104375091241,-0.4730338591796688,-0.05732933739636737,-0.23177922612102253,0.04523809523809524,0.05046728971962617,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_mom_252_21|-1,up30_63,pair|pos_gapz_max_5|-1|self_mom_252_21|-1,pair,-0.03841621018414957,-0.40085004498473753,-0.14157406768892142,-0.13377101983083456,0.12317460317460317,0.06560747663551401,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_atr_63|+1,up30_63,pair|pos_gapz_max_5|-1|self_atr_63|+1,pair,0.0037207258500026874,-0.3630272966542869,-0.08016404230018612,-0.08389640652721252,0.1565079365079365,0.10112149532710281,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_atr_63|-1,up30_63,pair|pos_gapz_max_5|-1|self_atr_63|-1,pair,-0.1415675564422971,-0.5397789843788305,-0.12911270375972617,-0.30359709843719346,0.0019047619047619048,0.001308411214953271,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_compression_20_63|+1,up30_63,pair|pos_gapz_max_5|-1|self_compression_20_63|+1,pair,-0.06125993630543666,-0.45070469504865385,-0.11019415944761429,-0.18823962791303916,0.06587301587301587,0.041308411214953274,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_compression_20_63|-1,up30_63,pair|pos_gapz_max_5|-1|self_compression_20_63|-1,pair,-0.10441655305326275,-0.4950479500087791,-0.09986683045764164,-0.22267012457660412,0.03777777777777778,0.025046728971962615,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|+1,up30_63,pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|+1,pair,-0.08595091811934907,-0.4777743609363535,-0.10231155511743177,-0.2086225542874683,0.053492063492063494,0.03102803738317757,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|-1,up30_63,pair|pos_gapz_max_5|-1|self_volume_ratio_5_20|-1,pair,-0.08626045798518539,-0.4797972326777916,-0.08617080895069566,-0.1870902653730597,0.053492063492063494,0.045420560747663555,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_dist_high_63|+1,up30_63,pair|pos_gapz_max_5|-1|self_dist_high_63|+1,pair,-0.12048670844142148,-0.5147122028386094,-0.09989179459275192,-0.27433540878924556,0.03507936507936508,0.022429906542056073,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_dist_high_63|-1,up30_63,pair|pos_gapz_max_5|-1|self_dist_high_63|-1,pair,-0.029498412600213245,-0.3891433783543141,-0.10595161552343976,-0.14876311762042138,0.10650793650793651,0.05813084112149533,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_range_loc_63|+1,up30_63,pair|pos_gapz_max_5|-1|self_range_loc_63|+1,pair,-0.11356094612609219,-0.5062688733828347,-0.08941371999706194,-0.26332884474259516,0.04857142857142857,0.029158878504672896,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_5|-1|self_range_loc_63|-1,up30_63,pair|pos_gapz_max_5|-1|self_range_loc_63|-1,pair,-0.061154264228137606,-0.4484017327367915,-0.10827959620802696,-0.1846326455606094,0.06619047619047619,0.038130841121495326,False,False,0.0,BLOCKED
up30_63|single|pos_gapz_max_10|+1,up30_63,single|pos_gapz_max_10|+1,single,-0.07762016163690952,-0.4388042694573975,-0.08677525660561089,-0.24499603829123806,0.04904761904761905,0.03158878504672897,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_ret_5|+1,up30_63,pair|pos_gapz_max_10|+1|self_ret_5|+1,pair,-0.0678495291214194,-0.43329160422693436,-0.08753802877295283,-0.2505370301892088,0.06714285714285714,0.02542056074766355,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_ret_5|-1,up30_63,pair|pos_gapz_max_10|+1|self_ret_5|-1,pair,-0.05981174111045979,-0.3704980900439777,-0.09018126976972013,-0.24186782158536901,0.08301587301587302,0.03046728971962617,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_ret_21|+1,up30_63,pair|pos_gapz_max_10|+1|self_ret_21|+1,pair,-0.08882052762304546,-0.4659131610683294,-0.09454473119467971,-0.24456465194781601,0.06142857142857143,0.020373831775700936,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_ret_21|-1,up30_63,pair|pos_gapz_max_10|+1|self_ret_21|-1,pair,-0.07752078820829711,-0.3657903378288907,-0.09036598064073603,-0.24649669647897338,0.09,0.034205607476635515,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_ret_63|+1,up30_63,pair|pos_gapz_max_10|+1|self_ret_63|+1,pair,-0.09929724136761389,-0.48543665639484557,-0.09496543698760679,-0.23725668647839387,0.07238095238095238,0.024485981308411214,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_ret_63|-1,up30_63,pair|pos_gapz_max_10|+1|self_ret_63|-1,pair,-0.11143321442828368,-0.3257544631233899,-0.09356818967733715,-0.24825966386348824,0.09841269841269841,0.033457943925233644,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_mom_252_21|+1,up30_63,pair|pos_gapz_max_10|+1|self_mom_252_21|+1,pair,-0.09177676905937254,-0.4897224885131929,-0.06862055306583054,-0.24111016167901794,0.031746031746031744,0.033457943925233644,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_mom_252_21|-1,up30_63,pair|pos_gapz_max_10|+1|self_mom_252_21|-1,pair,-0.056883249949787905,-0.322121452562129,-0.09367458074183184,-0.21312429720947362,0.12793650793650793,0.03850467289719626,False,False,0.0,BLOCKED
up30_63|pair|pos_gapz_max_10|+1|self_atr_63|+1,up30_63,pair|pos_gapz_max_10|+1|self_atr_63|+1,pair,-0.03269165806635649,-0.27277932004768035,-0.06761036074568783,-0.15079575329280398,0.16206349206349208,0.0685981308411215,False,False,0.0,BLOCKED
up50_126|single|pos_gapz_max_5|+1,up50_126,single|pos_gapz_max_5|+1,single,-0.08203759795521379,-0.39550473524104035,-0.12496447275893441,-0.16915480728590293,0.04619047619047619,0.01880794701986755,False,False,0.0,BLOCKED
up50_126|pair|pos_gapz_max_5|+1|self_ret_5|+1,up50_126,pair|pos_gapz_max_5|+1|self_ret_5|+1,pair,-0.07922615634007767,-0.3782420976755503,-0.12040649106770732,-0.16065916766556476,0.061587301587301586,0.021456953642384105,False,False,0.0,BLOCKED
up50_126|pair|pos_gapz_max_5|+1|self_ret_5|-1,up50_126,pair|pos_gapz_max_5|+1|self_ret_5|-1,pair,-0.10466177150732636,-0.3649024803982548,-0.13324831545993082,-0.16833684984058078,0.060793650793650796,0.019867549668874173,False,False,0.0,BLOCKED
