claim_id,target,candidate_id,kind,validation_lb_vs_momentum,validation_lb_vs_atr,lockbox_lb_vs_momentum,lockbox_lb_vs_atr,validation_precision,lockbox_precision,promoted_diagnostic,production_promoted,live_decision_weight,capital_permission
up20_21|single|cluster24_peer_ret_5|+1,up20_21,single|cluster24_peer_ret_5|+1,single,-0.014106796576725034,-0.20298199786369678,-0.01912499157457965,-0.09340122772285217,0.07222222222222222,0.0390625,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_ret_5|-1,up20_21,single|cluster24_peer_ret_5|-1,single,-0.014347716058008452,-0.2650986384408298,-0.03725805186773881,-0.09818302449511662,0.04365079365079365,0.0290625,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breadth_5|+1,up20_21,single|cluster24_peer_breadth_5|+1,single,-0.01635224165649979,-0.2793365068768808,-0.027427082127069517,-0.11986000080529205,0.030476190476190476,0.0240625,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breadth_5|-1,up20_21,single|cluster24_peer_breadth_5|-1,single,-0.024471853038622964,-0.30802665807023966,-0.034816171881893995,-0.12022522930724433,0.020317460317460317,0.0196875,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_ret_21|+1,up20_21,single|cluster24_peer_ret_21|+1,single,-0.02815843358115984,-0.17442271786447766,-0.014300318065486727,-0.09910176243392928,0.08063492063492063,0.0409375,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_ret_21|-1,up20_21,single|cluster24_peer_ret_21|-1,single,-0.011201199662821484,-0.2846201993495355,-0.03789362889863505,-0.1027169841468844,0.0446031746031746,0.02765625,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breadth_21|+1,up20_21,single|cluster24_peer_breadth_21|+1,single,-0.01622310771414383,-0.28598644135246887,-0.02517105360362469,-0.12926512118432826,0.029206349206349208,0.023125,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breadth_21|-1,up20_21,single|cluster24_peer_breadth_21|-1,single,-0.03322254479024919,-0.3200640348005489,-0.039329841861660886,-0.11486589000744755,0.018412698412698412,0.0215625,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_ret_63|+1,up20_21,single|cluster24_peer_ret_63|+1,single,-0.06352321782071772,-0.14889452672979536,-0.0273337546694306,-0.09295036388181135,0.09825396825396826,0.04453125,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_ret_63|-1,up20_21,single|cluster24_peer_ret_63|-1,single,-0.02195861291230043,-0.30344018050549104,-0.03699345796942602,-0.11141292575343807,0.04777777777777778,0.02859375,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breadth_63|+1,up20_21,single|cluster24_peer_breadth_63|+1,single,-0.022806440100563433,-0.2780203764355349,-0.03011277964942931,-0.13198961931789874,0.03126984126984127,0.02171875,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breadth_63|-1,up20_21,single|cluster24_peer_breadth_63|-1,single,-0.037537088664451164,-0.32507024653799776,-0.035721342356865436,-0.10949666378546132,0.014761904761904763,0.0234375,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_accel_5_21|+1,up20_21,single|cluster24_peer_accel_5_21|+1,single,-0.011112203059448031,-0.26799732013737765,-0.0325340071362514,-0.10267150197304711,0.04793650793650794,0.02765625,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_accel_5_21|-1,up20_21,single|cluster24_peer_accel_5_21|-1,single,-0.016121530054303612,-0.20167476230631423,-0.020710055653444255,-0.10225936787235718,0.07126984126984127,0.03859375,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_accel_21_63|+1,up20_21,single|cluster24_peer_accel_21_63|+1,single,-0.01714403619812827,-0.299224628666638,-0.04042793239870608,-0.0981605612187708,0.04555555555555556,0.0315625,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_accel_21_63|-1,up20_21,single|cluster24_peer_accel_21_63|-1,single,-0.036736667714105,-0.16927965967165273,-0.029336562973205027,-0.10285223589733297,0.08587301587301588,0.0396875,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_volume_ratio_5_20|+1,up20_21,single|cluster24_peer_volume_ratio_5_20|+1,single,-0.019459692913323404,-0.297572393443871,-0.031046528380804555,-0.11130552271461958,0.025873015873015874,0.02578125,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_volume_ratio_5_20|-1,up20_21,single|cluster24_peer_volume_ratio_5_20|-1,single,-0.032107064404870336,-0.2884819804321743,-0.022969299015113392,-0.11136598672252897,0.020793650793650795,0.02828125,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breakout_share_63|+1,up20_21,single|cluster24_peer_breakout_share_63|+1,single,-0.02631111909334373,-0.2611787417491115,-0.0368121991610136,-0.11937831907870057,0.035238095238095235,0.02234375,False,False,0.0,BLOCKED
up20_21|single|cluster24_peer_breakout_share_63|-1,up20_21,single|cluster24_peer_breakout_share_63|-1,single,-0.04392616886205688,-0.329710425810549,-0.02952039192772651,-0.10899787515474972,0.014444444444444444,0.024375,False,False,0.0,BLOCKED
up20_21|single|cluster24_follower_gap_5|+1,up20_21,single|cluster24_follower_gap_5|+1,single,-0.011893068156871585,-0.19561382785869844,-0.02918922724357744,-0.10926957094926361,0.07698412698412699,0.0275,False,False,0.0,BLOCKED
up20_21|single|cluster24_follower_gap_5|-1,up20_21,single|cluster24_follower_gap_5|-1,single,-0.011845377540941261,-0.2636522917757192,-0.04107335460828888,-0.1177861478894085,0.04349206349206349,0.01984375,False,False,0.0,BLOCKED
up20_21|single|cluster24_follower_gap_21|+1,up20_21,single|cluster24_follower_gap_21|+1,single,-0.029334526153465594,-0.1666379041045547,-0.032721191278059815,-0.10083991443095011,0.08428571428571428,0.0303125,False,False,0.0,BLOCKED
up20_21|single|cluster24_follower_gap_21|-1,up20_21,single|cluster24_follower_gap_21|-1,single,-0.010091369346306844,-0.28265191202921713,-0.03240284437516567,-0.131619437899498,0.047619047619047616,0.01640625,False,False,0.0,BLOCKED
up20_21|single|cluster24_follower_gap_63|+1,up20_21,single|cluster24_follower_gap_63|+1,single,-0.05900135522711884,-0.13652223943692687,-0.03394578860167331,-0.09084666273031008,0.10587301587301587,0.03640625,False,False,0.0,BLOCKED
up20_21|single|cluster24_follower_gap_63|-1,up20_21,single|cluster24_follower_gap_63|-1,single,-0.028344575574589307,-0.30959355641524544,-0.02962840852669998,-0.1418483279537383,0.048412698412698414,0.0171875,False,False,0.0,BLOCKED
up20_21|single|cluster24_network_residual_21|+1,up20_21,single|cluster24_network_residual_21|+1,single,-0.010091369346306844,-0.28265191202921713,-0.03240284437516567,-0.131619437899498,0.047619047619047616,0.01640625,False,False,0.0,BLOCKED
up20_21|single|cluster24_network_residual_21|-1,up20_21,single|cluster24_network_residual_21|-1,single,-0.029334526153465594,-0.1666379041045547,-0.032721191278059815,-0.10083991443095011,0.08428571428571428,0.0303125,False,False,0.0,BLOCKED
up20_21|single|cluster24_network_residual_63|+1,up20_21,single|cluster24_network_residual_63|+1,single,-0.028344575574589307,-0.30959355641524544,-0.02962840852669998,-0.1418483279537383,0.048412698412698414,0.0171875,False,False,0.0,BLOCKED
up20_21|single|cluster24_network_residual_63|-1,up20_21,single|cluster24_network_residual_63|-1,single,-0.05900135522711884,-0.13652223943692687,-0.03394578860167331,-0.09084666273031008,0.10587301587301587,0.03640625,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_ret_5|+1,up20_21,single|cluster48_peer_ret_5|+1,single,-0.030618343477046436,-0.26006531291826307,-0.03309866695572449,-0.10896840550598974,0.039047619047619046,0.0253125,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_ret_5|-1,up20_21,single|cluster48_peer_ret_5|-1,single,-0.01836452424036614,-0.25323080411944776,-0.036165270569225305,-0.09458481089499618,0.04873015873015873,0.02984375,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_breadth_5|+1,up20_21,single|cluster48_peer_breadth_5|+1,single,-0.021743403576611833,-0.300142747058594,-0.03146256586989446,-0.11003499645336073,0.027777777777777776,0.02546875,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_breadth_5|-1,up20_21,single|cluster48_peer_breadth_5|-1,single,-0.02396969870303283,-0.24748073066007903,-0.037558575643111235,-0.08534668187081082,0.046507936507936505,0.03421875,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_ret_21|+1,up20_21,single|cluster48_peer_ret_21|+1,single,-0.03163562797734055,-0.2576830528565114,-0.040612182362359736,-0.11232279267853279,0.042222222222222223,0.02328125,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_ret_21|-1,up20_21,single|cluster48_peer_ret_21|-1,single,-0.032449166290284125,-0.27820074289376634,-0.045999609002860736,-0.08400308496017295,0.036825396825396824,0.029375,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_breadth_21|+1,up20_21,single|cluster48_peer_breadth_21|+1,single,-0.020410296513309337,-0.2977184932387149,-0.022297554754625106,-0.114466848568191,0.03126984126984127,0.0271875,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_breadth_21|-1,up20_21,single|cluster48_peer_breadth_21|-1,single,-0.0237373517648028,-0.2743737638105581,-0.042251002163753854,-0.08801953484935071,0.037142857142857144,0.02859375,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_ret_63|+1,up20_21,single|cluster48_peer_ret_63|+1,single,-0.02137450903257719,-0.301468592792065,-0.018132636649953852,-0.12376656605191086,0.03746031746031746,0.024375,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_ret_63|-1,up20_21,single|cluster48_peer_ret_63|-1,single,-0.05430109404385937,-0.22830196586703225,-0.04844002954835949,-0.08752059875438459,0.04555555555555556,0.02875,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_breadth_63|+1,up20_21,single|cluster48_peer_breadth_63|+1,single,-0.024120207459558122,-0.3135524095253825,-0.02370648373586995,-0.13393189290895702,0.029841269841269842,0.0209375,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_breadth_63|-1,up20_21,single|cluster48_peer_breadth_63|-1,single,-0.01965715459504882,-0.263918328047581,-0.04642495808253438,-0.08811853731743526,0.0426984126984127,0.03203125,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_accel_5_21|+1,up20_21,single|cluster48_peer_accel_5_21|+1,single,-0.03398922656393093,-0.283358355757777,-0.0448017788538826,-0.08608805644282513,0.034444444444444444,0.02828125,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_accel_5_21|-1,up20_21,single|cluster48_peer_accel_5_21|-1,single,-0.027483747766042923,-0.2620328276368961,-0.029235388195403157,-0.11493518510399015,0.0426984126984127,0.02203125,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_accel_21_63|+1,up20_21,single|cluster48_peer_accel_21_63|+1,single,-0.06410770010454742,-0.21299248549489042,-0.042162701167483524,-0.10242809714893789,0.052222222222222225,0.024375,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_accel_21_63|-1,up20_21,single|cluster48_peer_accel_21_63|-1,single,-0.028875631371944002,-0.30891949868671575,-0.01807437925678919,-0.12577506671926592,0.03650793650793651,0.0278125,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_volume_ratio_5_20|+1,up20_21,single|cluster48_peer_volume_ratio_5_20|+1,single,-0.03422540568674531,-0.2792962973043029,-0.0409039889016765,-0.08868900335271312,0.02873015873015873,0.03,False,False,0.0,BLOCKED
up20_21|single|cluster48_peer_volume_ratio_5_20|-1,up20_21,single|cluster48_peer_volume_ratio_5_20|-1,single,-0.008920667769930907,-0.27457109710244076,-0.036038433630047176,-0.10668772010601676,0.04476190476190476,0.02546875,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_ret_5|+1,up30_63,single|cluster24_peer_ret_5|+1,single,-0.002877387161473663,-0.3252942294361185,-0.04467550488829412,-0.16896012302313285,0.10492063492063491,0.07214953271028038,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_ret_5|-1,up30_63,single|cluster24_peer_ret_5|-1,single,0.001142097312583766,-0.3745258622171326,-0.05745076277943349,-0.18864236191127198,0.09095238095238095,0.05514018691588785,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breadth_5|+1,up30_63,single|cluster24_peer_breadth_5|+1,single,-0.04427199207371457,-0.4369303822170499,-0.08005019822673491,-0.21612624054932938,0.04396825396825397,0.04037383177570093,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breadth_5|-1,up30_63,single|cluster24_peer_breadth_5|-1,single,-0.0694358863045228,-0.4692496647627984,-0.07581732128271607,-0.19054450873383794,0.030793650793650793,0.04616822429906542,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_ret_21|+1,up30_63,single|cluster24_peer_ret_21|+1,single,-0.025663868447260964,-0.31880357718016006,-0.04492126834367101,-0.15824781992824086,0.11253968253968254,0.082803738317757,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_ret_21|-1,up30_63,single|cluster24_peer_ret_21|-1,single,-0.0489364830240388,-0.42231993098381876,-0.07231525869784752,-0.1802133243930341,0.08095238095238096,0.04953271028037383,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breadth_21|+1,up30_63,single|cluster24_peer_breadth_21|+1,single,-0.0403369618720745,-0.436317978153377,-0.0773315184299015,-0.20293735345165656,0.041428571428571426,0.05121495327102804,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breadth_21|-1,up30_63,single|cluster24_peer_breadth_21|-1,single,-0.07733501712742755,-0.4759117130685746,-0.07191556580921513,-0.20650605978856457,0.029206349206349208,0.03644859813084112,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_ret_63|+1,up30_63,single|cluster24_peer_ret_63|+1,single,-0.043078235797318815,-0.23445729184609468,-0.04845377481345241,-0.12998570807287052,0.15507936507936507,0.07663551401869159,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_ret_63|-1,up30_63,single|cluster24_peer_ret_63|-1,single,-0.06843826242802101,-0.45768335465505094,-0.08406910499223898,-0.19614419479376632,0.0865079365079365,0.04280373831775701,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breadth_63|+1,up30_63,single|cluster24_peer_breadth_63|+1,single,-0.03383607413050169,-0.4234294179578829,-0.09447490246111621,-0.22685837822635094,0.046825396825396826,0.048037383177570094,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breadth_63|-1,up30_63,single|cluster24_peer_breadth_63|-1,single,-0.08981398848986939,-0.4822509010665526,-0.07806967288597172,-0.20392259729084947,0.034444444444444444,0.031214953271028037,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_accel_5_21|+1,up30_63,single|cluster24_peer_accel_5_21|+1,single,-0.03421785194133041,-0.39641679907287397,-0.07511405177840531,-0.17160704469871857,0.08444444444444445,0.048411214953271026,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_accel_5_21|-1,up30_63,single|cluster24_peer_accel_5_21|-1,single,-0.020659504803617897,-0.3290285563092299,-0.03869791712519234,-0.1757762727885716,0.1061904761904762,0.08672897196261682,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_accel_21_63|+1,up30_63,single|cluster24_peer_accel_21_63|+1,single,-0.06228857174102852,-0.4523774485450549,-0.09126541457081128,-0.1602920409412193,0.08587301587301588,0.05682242990654206,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_accel_21_63|-1,up30_63,single|cluster24_peer_accel_21_63|-1,single,-0.03753418089437338,-0.2467606812414381,-0.03984095340052026,-0.13769188786466693,0.14603174603174604,0.0777570093457944,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_volume_ratio_5_20|+1,up30_63,single|cluster24_peer_volume_ratio_5_20|+1,single,-0.0474795275581384,-0.438444146803538,-0.08187150785576221,-0.15787603520569427,0.041746031746031746,0.04953271028037383,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_volume_ratio_5_20|-1,up30_63,single|cluster24_peer_volume_ratio_5_20|-1,single,-0.03807774920433159,-0.4306248036635858,-0.06384259327920001,-0.20149304193094478,0.04365079365079365,0.05439252336448598,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breakout_share_63|+1,up30_63,single|cluster24_peer_breakout_share_63|+1,single,-0.03159397588142091,-0.3947812951166165,-0.077653443073649,-0.18654025502336813,0.05793650793650794,0.047850467289719624,False,False,0.0,BLOCKED
up30_63|single|cluster24_peer_breakout_share_63|-1,up30_63,single|cluster24_peer_breakout_share_63|-1,single,-0.09709689527824736,-0.4945264619159847,-0.08174719555315287,-0.2148561770055294,0.025714285714285714,0.03981308411214953,False,False,0.0,BLOCKED
up30_63|single|cluster24_follower_gap_5|+1,up30_63,single|cluster24_follower_gap_5|+1,single,-0.004434051581065961,-0.3107632678580764,-0.05669935062084167,-0.15699883989224203,0.11174603174603175,0.05644859813084112,False,False,0.0,BLOCKED
up30_63|single|cluster24_follower_gap_5|-1,up30_63,single|cluster24_follower_gap_5|-1,single,-0.0020914339161288847,-0.3663675283648014,-0.06979964509051916,-0.22819892450976254,0.09761904761904762,0.041121495327102804,False,False,0.0,BLOCKED
up30_63|single|cluster24_follower_gap_21|+1,up30_63,single|cluster24_follower_gap_21|+1,single,-0.026315656270006885,-0.3054652207670449,-0.06596806809590033,-0.15261654716692813,0.12031746031746032,0.06018691588785047,False,False,0.0,BLOCKED
up30_63|single|cluster24_follower_gap_21|-1,up30_63,single|cluster24_follower_gap_21|-1,single,-0.04991693687798959,-0.42045678118376584,-0.07580370301546353,-0.22407929735569151,0.08968253968253968,0.04317757009345794,False,False,0.0,BLOCKED
up30_63|single|cluster24_follower_gap_63|+1,up30_63,single|cluster24_follower_gap_63|+1,single,-0.044223654051199754,-0.22024290729243676,-0.06633078388231335,-0.12214886343344776,0.16507936507936508,0.059065420560747664,False,False,0.0,BLOCKED
up30_63|single|cluster24_follower_gap_63|-1,up30_63,single|cluster24_follower_gap_63|-1,single,-0.08119121898436119,-0.4632441989499121,-0.07442424222026985,-0.21149275824548622,0.09301587301587301,0.029532710280373832,False,False,0.0,BLOCKED
up30_63|single|cluster24_network_residual_21|+1,up30_63,single|cluster24_network_residual_21|+1,single,-0.04991693687798959,-0.42045678118376584,-0.07580370301546353,-0.22407929735569151,0.08968253968253968,0.04317757009345794,False,False,0.0,BLOCKED
up30_63|single|cluster24_network_residual_21|-1,up30_63,single|cluster24_network_residual_21|-1,single,-0.026315656270006885,-0.3054652207670449,-0.06596806809590033,-0.15261654716692813,0.12031746031746032,0.06018691588785047,False,False,0.0,BLOCKED
up30_63|single|cluster24_network_residual_63|+1,up30_63,single|cluster24_network_residual_63|+1,single,-0.08119121898436119,-0.4632441989499121,-0.07442424222026985,-0.21149275824548622,0.09301587301587301,0.029532710280373832,False,False,0.0,BLOCKED
up30_63|single|cluster24_network_residual_63|-1,up30_63,single|cluster24_network_residual_63|-1,single,-0.044223654051199754,-0.22024290729243676,-0.06633078388231335,-0.12214886343344776,0.16507936507936508,0.059065420560747664,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_ret_5|+1,up30_63,single|cluster48_peer_ret_5|+1,single,-0.01336906944205989,-0.3735262491334718,-0.07688897171297614,-0.22052428673921437,0.07587301587301587,0.041308411214953274,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_ret_5|-1,up30_63,single|cluster48_peer_ret_5|-1,single,-0.029842113353808083,-0.3814771159556798,-0.1106022084808073,-0.1331491696819806,0.06968253968253968,0.048598130841121495,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_breadth_5|+1,up30_63,single|cluster48_peer_breadth_5|+1,single,-0.026678243532457686,-0.43748717607347887,-0.07962912096587199,-0.21784947406550012,0.05206349206349206,0.044672897196261684,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_breadth_5|-1,up30_63,single|cluster48_peer_breadth_5|-1,single,-0.009826245867515368,-0.39908565549602326,-0.10072237160302028,-0.1203701777680265,0.06476190476190476,0.06,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_ret_21|+1,up30_63,single|cluster48_peer_ret_21|+1,single,-0.01943043237011859,-0.3843826758137972,-0.09389624616879509,-0.20123869286239746,0.08,0.04037383177570093,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_ret_21|-1,up30_63,single|cluster48_peer_ret_21|-1,single,-0.05223675989057419,-0.4110248968859507,-0.09108556025417432,-0.1391867408731346,0.06952380952380953,0.04074766355140187,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_breadth_21|+1,up30_63,single|cluster48_peer_breadth_21|+1,single,-0.018850364841356642,-0.42976181976037753,-0.08840990817079714,-0.20206038917425367,0.056666666666666664,0.0497196261682243,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_breadth_21|-1,up30_63,single|cluster48_peer_breadth_21|-1,single,-0.03579785104169516,-0.43214607806752303,-0.08397139984811192,-0.13753091300796533,0.06317460317460317,0.04654205607476636,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_ret_63|+1,up30_63,single|cluster48_peer_ret_63|+1,single,-0.017589353801988252,-0.4205027032936211,-0.09347090410565802,-0.2121207026863784,0.06936507936507937,0.04261682242990654,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_ret_63|-1,up30_63,single|cluster48_peer_ret_63|-1,single,-0.06723514901738828,-0.34003043182693665,-0.08545361580666148,-0.1480434518548819,0.08825396825396825,0.04,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_breadth_63|+1,up30_63,single|cluster48_peer_breadth_63|+1,single,-0.027811565203307593,-0.43280131034113123,-0.08567382221129301,-0.2073329578972813,0.05714285714285714,0.04897196261682243,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_breadth_63|-1,up30_63,single|cluster48_peer_breadth_63|-1,single,-0.034546715088426466,-0.4043664070662324,-0.06762053986282371,-0.17209346644837475,0.0707936507936508,0.04616822429906542,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_accel_5_21|+1,up30_63,single|cluster48_peer_accel_5_21|+1,single,-0.05218610347482175,-0.40673156172897934,-0.0782572284423054,-0.16725389990148076,0.0734920634920635,0.037570093457943925,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_accel_5_21|-1,up30_63,single|cluster48_peer_accel_5_21|-1,single,-0.020041873090351717,-0.4039909588091697,-0.09405683632165082,-0.18079915600939328,0.07111111111111111,0.04373831775700934,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_accel_21_63|+1,up30_63,single|cluster48_peer_accel_21_63|+1,single,-0.0625090566724483,-0.30641694403532244,-0.06914244242475776,-0.18164260390537212,0.09825396825396826,0.044485981308411214,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_accel_21_63|-1,up30_63,single|cluster48_peer_accel_21_63|-1,single,-0.03990592502060791,-0.44592174310798754,-0.0969355312529318,-0.20817695602926484,0.06365079365079365,0.04766355140186916,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_volume_ratio_5_20|+1,up30_63,single|cluster48_peer_volume_ratio_5_20|+1,single,-0.03488362437251838,-0.4016574896547309,-0.07230267240178621,-0.17958411817121914,0.06095238095238095,0.04261682242990654,False,False,0.0,BLOCKED
up30_63|single|cluster48_peer_volume_ratio_5_20|-1,up30_63,single|cluster48_peer_volume_ratio_5_20|-1,single,-0.02613693953867391,-0.4182811166926267,-0.08114328114199078,-0.13407535973352672,0.06698412698412698,0.0616822429906542,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_ret_5|+1,up50_126,single|cluster24_peer_ret_5|+1,single,-0.03387857453224396,-0.2979273975629956,-0.09012821811908582,-0.12491414269893866,0.08825396825396825,0.0686092715231788,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_ret_5|-1,up50_126,single|cluster24_peer_ret_5|-1,single,-0.017098048553942452,-0.31958824299085853,-0.09963456621155534,-0.1411187061958754,0.08158730158730158,0.04980132450331126,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_breadth_5|+1,up50_126,single|cluster24_peer_breadth_5|+1,single,-0.046483467137096,-0.3802642970849769,-0.12148579080715019,-0.1636290142438897,0.03888888888888889,0.04344370860927153,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_breadth_5|-1,up50_126,single|cluster24_peer_breadth_5|-1,single,-0.047842994156614,-0.4022080913374835,-0.11974640330822953,-0.1544101132682608,0.03015873015873016,0.037350993377483446,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_ret_21|+1,up50_126,single|cluster24_peer_ret_21|+1,single,-0.05084225636568313,-0.28012834472404674,-0.07873086458521417,-0.10674158135202226,0.10523809523809524,0.07894039735099338,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_ret_21|-1,up50_126,single|cluster24_peer_ret_21|-1,single,-0.02748644117280685,-0.3628964648806119,-0.10512519375367488,-0.12694358700128489,0.08222222222222222,0.0495364238410596,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_breadth_21|+1,up50_126,single|cluster24_peer_breadth_21|+1,single,-0.0515989311336552,-0.38137383471384034,-0.13746483340251514,-0.18584654027449418,0.0346031746031746,0.04662251655629139,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_breadth_21|-1,up50_126,single|cluster24_peer_breadth_21|-1,single,-0.05162268034301846,-0.40630333040588584,-0.11481677123029241,-0.14315817805767822,0.034126984126984124,0.031258278145695366,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_ret_63|+1,up50_126,single|cluster24_peer_ret_63|+1,single,-0.0599643499077971,-0.18984714328738223,-0.09661302915934634,-0.09992764101118078,0.14253968253968255,0.06437086092715232,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_ret_63|-1,up50_126,single|cluster24_peer_ret_63|-1,single,-0.0339610625544153,-0.3947577269524089,-0.15828085895450186,-0.18505952379381638,0.0761904761904762,0.06119205298013245,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_breadth_63|+1,up50_126,single|cluster24_peer_breadth_63|+1,single,-0.05712973229977962,-0.38473090830794215,-0.11934993383998127,-0.17137470136366756,0.03777777777777778,0.053509933774834435,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_breadth_63|-1,up50_126,single|cluster24_peer_breadth_63|-1,single,-0.058526180913749414,-0.41052592107418184,-0.13842503946677845,-0.1600051616153338,0.03603174603174603,0.021986754966887418,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_accel_5_21|+1,up50_126,single|cluster24_peer_accel_5_21|+1,single,-0.016135862107635353,-0.33614357751620627,-0.10731608960948623,-0.13608403651776466,0.08587301587301588,0.051125827814569536,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_accel_5_21|-1,up50_126,single|cluster24_peer_accel_5_21|-1,single,-0.04392338714257242,-0.2813787386993015,-0.08685461219714541,-0.11680670814881614,0.10206349206349206,0.07576158940397351,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_accel_21_63|+1,up50_126,single|cluster24_peer_accel_21_63|+1,single,-0.024923582417066253,-0.3752232122179605,-0.1522903796947422,-0.17687288074792168,0.0811111111111111,0.06066225165562914,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_accel_21_63|-1,up50_126,single|cluster24_peer_accel_21_63|-1,single,-0.04742248952575136,-0.1979526456339028,-0.0824651808898246,-0.11326594686813138,0.14396825396825397,0.057748344370860925,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_volume_ratio_5_20|+1,up50_126,single|cluster24_peer_volume_ratio_5_20|+1,single,-0.04467370556641288,-0.3808079830604884,-0.13147580429542494,-0.16516783519217154,0.0373015873015873,0.04052980132450331,False,False,0.0,BLOCKED
up50_126|single|cluster24_peer_volume_ratio_5_20|-1,up50_126,single|cluster24_peer_volume_ratio_5_20|-1,single,-0.04624611039638215,-0.3813984197326806,-0.11054643670045218,-0.14280585642453797,0.03777777777777778,0.05192052980132451,False,False,0.0,BLOCKED
