claim_id,feature,family,causal_role,target,top_fraction,orientation,gross_directionally_positive,globally_adjusted_diagnostic_survivor,discovery_lift_mean,discovery_lift_lb,discovery_precision,discovery_base_rate,discovery_recall,discovery_median_lead_days,discovery_mean_terminal_return,discovery_mean_mfe,discovery_mean_mae,validation_lift_mean,validation_lift_lb,validation_precision,validation_base_rate,validation_recall,validation_median_lead_days,validation_mean_terminal_return,validation_mean_mfe,validation_mean_mae,diagnostic_lockbox_lift_mean,diagnostic_lockbox_lift_lb,diagnostic_lockbox_precision,diagnostic_lockbox_base_rate,diagnostic_lockbox_recall,diagnostic_lockbox_median_lead_days,diagnostic_lockbox_mean_terminal_return,diagnostic_lockbox_mean_mfe,diagnostic_lockbox_mean_mae
gap_abs_63:down_21d_20pct:top5,gap_abs_63,session,information_jump,down_21d_20pct,0.05,1,True,False,0.05247093588991435,-0.013444457187993475,0.06267716535433071,0.01021690522433125,0.31789137380191695,14.0,0.000693514241102118,0.06680501787818532,-0.06907208862060236,0.023386160414845245,-0.039509502363315976,0.03461538461538462,0.011230138186452153,0.1595744680851064,9.0,0.056613253780984134,0.11777108747512927,-0.0581946861982447,0.018525723661080514,-0.0045116257394276355,0.024150943396226414,0.005625219735145904,0.2222222222222222,14.5,0.008479124730418116,0.06758147724760123,-0.05477865071400291
residual_mom_63:down_21d_20pct:top10,residual_mom_63,market_relative,idiosyncratic_direction,down_21d_20pct,0.1,-1,True,False,0.028343639301987845,-0.011777749444149086,0.03865767395953282,0.01021690522433125,0.3753993610223642,14.0,0.0019672302532095383,0.053891025606606,-0.056069359323772945,0.014411801440486267,-0.009094099199997582,0.02564102564102564,0.011230138186452153,0.22695035460992907,10.5,0.033891720875566245,0.08195694751698984,-0.04631134756200812,0.018352767686237743,-0.0038161515974251548,0.02397798742138365,0.005625219735145904,0.4236111111111111,15.0,0.0037419576936785154,0.05876801532788633,-0.05146649312880134
rel_strength_252:down_21d_20pct:top10,rel_strength_252,market_relative,relative_strength,down_21d_20pct,0.1,-1,True,False,0.03945040466779597,-0.01620685195313127,0.0522419627749577,0.01021690522433125,0.39456869009584666,14.0,-0.010010029497186471,0.04949695766203859,-0.06327005408791236,0.024427827081511908,-0.016961096510403104,0.03565705128205128,0.011230138186452153,0.31560283687943264,11.0,0.04249634828614947,0.0976027753466098,-0.05140751275640037,0.018352767686237743,-0.002674986630172991,0.02397798742138365,0.005625219735145904,0.4236111111111111,14.0,0.01033846449039586,0.06182894102611747,-0.048661055631415075
up_volume_share_63:down_21d_20pct:top5,up_volume_share_63,signed_volume_proxy,up_day_volume_share,down_21d_20pct,0.05,-1,True,False,0.01702474166419257,-0.009880350936579692,0.027275714755175814,0.01021690522433125,0.13258785942492013,14.0,0.0024299356358264035,0.048559456186359,-0.05002910649570745,0.0023925706712554983,-0.013360590721536725,0.013621794871794872,0.011230138186452153,0.06028368794326241,13.0,0.02204888186561447,0.06264581545138931,-0.04267514264226836,0.017959685925231453,-0.009096363307273939,0.02358490566037736,0.005625219735145904,0.20833333333333334,14.0,0.0013525631540095503,0.051230151826971305,-0.04609854675703788
residual_mom_252:down_21d_20pct:top10,residual_mom_252,market_relative,idiosyncratic_direction,down_21d_20pct,0.1,-1,True,False,0.0400817177991091,-0.01658188784313694,0.05286529921759357,0.01021690522433125,0.3993610223642173,14.0,-0.011170301414028793,0.0502407423501912,-0.06560352371670622,0.024027186055870883,-0.017445553584127027,0.035256410256410256,0.011230138186452153,0.3120567375886525,10.0,0.04343825119458446,0.09863687405300739,-0.051761444567313325,0.017959685925231453,-0.0022128426058660652,0.02358490566037736,0.005625219735145904,0.4166666666666667,14.5,0.013590102553294724,0.066845863836074,-0.04998644297180846
signed_volume_63:down_21d_20pct:top5,signed_volume_63,signed_volume_proxy,tick_rule_flow_proxy,down_21d_20pct,0.05,-1,True,False,0.016368573685189944,-0.010132841157511337,0.026618468616496877,0.01021690522433125,0.12939297124600638,14.0,0.0034397300874923205,0.04928157192776411,-0.049786187462288634,0.0023925706712554983,-0.013360590721536725,0.013621794871794872,0.011230138186452153,0.06028368794326241,13.0,0.023348005746821637,0.06411844248639603,-0.04260603327288258,0.017173522403218875,-0.008461692575572156,0.02279874213836478,0.005625219735145904,0.2013888888888889,14.0,0.001603907091943291,0.051213323310755746,-0.04590724127931055
obv_slope_63:down_21d_20pct:top5,obv_slope_63,signed_volume_proxy,obv_proxy,down_21d_20pct,0.05,-1,True,False,0.016368573685189944,-0.010132841157511337,0.026688632619439868,0.01021690522433125,0.12939297124600638,14.0,0.0033316521963513476,0.049193597531297414,-0.049825918405551374,0.0023925706712554983,-0.013360590721536725,0.013621794871794872,0.011230138186452153,0.06028368794326241,13.0,0.023348005746821637,0.06411844248639603,-0.04260603327288258,0.017173522403218875,-0.008461692575572156,0.02279874213836478,0.005625219735145904,0.2013888888888889,14.0,0.001603907091943291,0.051213323310755746,-0.04590724127931055
rel_strength_63:down_42d_30pct:top5,rel_strength_63,market_relative,relative_strength,down_42d_30pct,0.05,-1,True,False,0.029400436127380167,-0.02141466137609554,0.03827119762454635,0.008670237084449089,0.2184557438794727,27.0,0.011110310337436306,0.0919437662023231,-0.08821198703349055,0.013042160722793954,-0.029039020751486344,0.016826923076923076,0.0037838053132592505,0.22105263157894736,14.0,0.08254022815483271,0.14629066587288864,-0.06744240128908227,0.017118486887508628,-0.008994835202132418,0.019965277777777776,0.002846790890269151,0.3484848484848485,26.0,-0.005987168527391152,0.088446641024425,-0.09248577616609996
rel_strength_63:down_21d_20pct:top10,rel_strength_63,market_relative,relative_strength,down_21d_20pct,0.1,-1,True,False,0.02719534533873325,-0.010549071043791856,0.0375061687777595,0.01021690522433125,0.36421725239616615,14.0,0.002441734551191749,0.05349266026077486,-0.055110364796063106,0.01681564759433242,-0.010466093599625942,0.028044871794871796,0.011230138186452153,0.24822695035460993,10.0,0.032181210821098385,0.0804372938024244,-0.04635884646447728,0.016780440642212586,-0.004631121029885388,0.02240566037735849,0.005625219735145904,0.3958333333333333,14.0,0.0024098976952110726,0.056499911611887235,-0.05050138459275041
residual_mom_126:down_21d_20pct:top10,residual_mom_126,market_relative,idiosyncratic_direction,down_21d_20pct,0.1,-1,True,False,0.03107576720145381,-0.01627195895511087,0.04151444702756559,0.01021690522433125,0.3993610223642173,14.0,0.0003768350891529669,0.054210343186574514,-0.05677132466183074,0.0196201347738196,-0.015292949727813646,0.030849358974358976,0.011230138186452153,0.2730496453900709,11.0,0.03762511632810465,0.08941422924974408,-0.04953540710718582,0.016780440642212586,-0.0040003965272876855,0.02240566037735849,0.005625219735145904,0.3958333333333333,14.0,0.00788405161768993,0.06126515107346534,-0.05079387821337626
rel_strength_126:down_21d_20pct:top10,rel_strength_126,market_relative,relative_strength,down_21d_20pct,0.1,-1,True,False,0.03024552966908861,-0.016812876973498293,0.04068415808701428,0.01021690522433125,0.3913738019169329,14.0,0.000250336658165285,0.05307982214506895,-0.055421754309252724,0.02122269887638371,-0.016777245215073903,0.03245192307692308,0.011230138186452153,0.2872340425531915,11.0,0.03320447170781871,0.08549735097901405,-0.04999616524491571,0.016780440642212586,-0.0022359817557330193,0.02240566037735849,0.005625219735145904,0.3958333333333333,14.0,0.006346446683544725,0.05888278873937823,-0.05030938471487043
intraday_63:down_42d_30pct:top5,intraday_63,session,regular_session_demand,down_42d_30pct,0.05,-1,True,False,0.02611959623236704,-0.01996055074196548,0.034868421052631576,0.008670237084449089,0.19962335216572505,27.5,0.014810110251297606,0.09249650603121445,-0.08390292204606412,0.005029340209973441,-0.017815472204120872,0.008814102564102564,0.0037838053132592505,0.11578947368421053,14.0,0.06973359167418121,0.13769368964434495,-0.06638015561999941,0.016250431331953072,-0.009607994225656672,0.019097222222222224,0.002846790890269151,0.3333333333333333,25.5,-0.008055028295154941,0.08495230597730212,-0.09424688436023976
