ticker,n_test,cand_cov,cand_score,base_cov_local,base_score_local,k_local,long_target_inverted,short_target_inverted,false_long_rr_pass,false_short_rr_pass
ETR,276,0.47101449275362317,3.0005287137681167,0.644927536231884,2.060482518701592,0.6120234399374932,0,0,0,0
EW,276,0.48188405797101447,6.195572010869565,0.7282608695652174,4.511535073532756,0.6175771856933401,2,1,0,0
EXC,276,0.5108695652173914,1.43246920289855,0.7028985507246377,1.0858748862405925,0.62173496987078,3,0,0,0
EXPD,276,0.532608695652174,2.4164975543478264,0.7210144927536232,1.7427601137618054,0.5815917112704095,1,0,0,0
EXPE,276,0.4746376811594203,7.778004166666667,0.6956521739130435,5.730062293914746,0.6060172252758202,1,0,0,0
EXR,276,0.4420289855072464,4.677537228260871,0.7101449275362319,3.0041692809353955,0.6320553545931809,2,0,0,0
F,276,0.4927536231884058,0.6110290760869566,0.6811594202898551,0.4376316692395226,0.6222871423024466,2,1,0,0
FAST,276,0.5,3.0145855072463767,0.6920289855072463,2.0646514107789713,0.5993629402244064,2,0,0,0
FB,276,0.4963768115942029,8.006012681159419,0.6739130434782609,5.756054915919195,0.6505697747806578,0,0,0,0
FBHS,276,0.4855072463768116,2.7276014492753653,0.6920289855072463,1.9610949611648063,0.6376712180234423,2,0,0,0
FCX,276,0.5,1.54763097826087,0.7065217391304348,1.1197670070369732,0.6600005008792944,2,1,0,0
FDX,276,0.48188405797101447,10.418636050724642,0.6920289855072463,7.170505695797443,0.6421553837390074,6,0,0,0
FE,276,0.5036231884057971,1.4499420289855074,0.7137681159420289,1.0503803420560578,0.6435912885250064,1,0,0,0
FFIV,276,0.5253623188405797,6.994525452898546,0.6992753623188406,5.282631107984183,0.5954066020386617,2,0,0,0
FIS,276,0.5217391304347826,2.9493803442028974,0.7318840579710145,2.158357010067611,0.631669045694312,1,0,0,0
FISV,276,0.5072463768115942,4.2404702898550735,0.7572463768115942,2.9947714027111743,0.6367517715495297,2,0,0,0
FITB,276,0.5217391304347826,1.5238596920289855,0.75,1.0707738177040054,0.6245813125316196,2,0,0,0
FL,276,0.572463768115942,4.877586684782609,0.7101449275362319,3.609174015333673,0.5983859715889139,1,0,0,0
FLIR,276,0.5543478260869565,2.1364708333333327,0.6884057971014492,1.4508362958276921,0.5803305421580224,3,0,0,0
FLR,276,0.5108695652173914,3.3967792572463775,0.717391304347826,2.5526576803155465,0.6419296049973674,5,0,0,0
FLS,276,0.5036231884057971,3.0504894021739126,0.7572463768115942,2.208536092394476,0.675194287936084,0,0,0,0
FMC,276,0.5181159420289855,4.985145289855069,0.6884057971014492,3.449339014551689,0.6312237841822423,3,0,0,0
FOX,276,0.4891304347826087,1.8233844202898548,0.644927536231884,1.3326564424736447,0.5755974102217402,2,1,0,0
FOXA,276,0.4891304347826087,1.8953036231884053,0.6702898550724637,1.3725784714686808,0.5730488493570969,2,1,0,0
FRT,276,0.4528985507246377,6.489931068840579,0.6340579710144928,4.311717488796771,0.5786396278811797,0,0,0,0
FTI,276,0.5,2.2987837862318843,0.6195652173913043,1.5958736631180697,0.621001793400559,0,0,0,0
GD,276,0.48188405797101447,7.989230978260867,0.7101449275362319,5.784515263352631,0.6415130322439053,2,0,0,0
GE,276,0.4927536231884058,1.3467432065217393,0.6847826086956522,0.9361122252325351,0.607515444553831,0,1,0,0
GGP,276,0.47101449275362317,1.6391774456521737,0.6376811594202898,1.1177107808580535,0.5839367555129982,1,1,0,0
GILD,276,0.4673913043478261,4.6559624999999984,0.7028985507246377,3.043800352840627,0.6153757797079754,4,0,0,0
GIS,276,0.4927536231884058,2.700970561594202,0.6340579710144928,1.9468331347220011,0.5890909456392254,0,0,0,0
GLW,276,0.5217391304347826,1.3885483695652174,0.6666666666666666,1.0612610244314813,0.578487588967102,2,0,0,0
GM,276,0.4782608695652174,2.3961180253623193,0.6666666666666666,1.635989975073911,0.6049608709347628,3,1,0,0
GOOGL,276,0.5543478260869565,42.456792481884065,0.7318840579710145,30.31463516243515,0.6709852775444785,1,0,0,0
GPC,276,0.5217391304347826,4.493220108695653,0.7137681159420289,3.201748643840895,0.6434443189705088,1,0,0,0
GPN,276,0.4782608695652174,4.835605344202898,0.6956521739130435,3.3138956536457416,0.6249882536534848,2,0,0,0
GPS,276,0.4528985507246377,2.5089960144927534,0.6920289855072463,1.616651421143415,0.5927055347007665,1,2,0,0
GRMN,276,0.4927536231884058,2.54066865942029,0.677536231884058,1.8355095513709492,0.6003906074008496,0,1,0,0
GS,276,0.4492753623188406,12.990622010869563,0.717391304347826,9.219718109396325,0.6603474713363177,2,1,0,0
GT,276,0.5072463768115942,2.0143711050724633,0.7246376811594203,1.418379563937108,0.577108072587507,1,0,0,0
GWW,276,0.4855072463768116,16.05405172101449,0.6702898550724637,10.77392770793313,0.5733999153816858,0,0,0,0
HAL,276,0.5434782608695652,3.401065217391304,0.7536231884057971,2.351897707645904,0.6486174355135078,1,0,0,0
HAS,276,0.5398550724637681,5.914333605072465,0.7210144927536232,4.320204113632127,0.5818252973548536,1,0,0,0
HBAN,276,0.5434782608695652,0.7922780797101449,0.7572463768115942,0.5618664651649262,0.6669121947793984,2,1,0,0
HBI,276,0.463768115942029,1.7735205615942025,0.6739130434782609,1.2024397686034358,0.6069930966706741,4,0,0,0
HCA,276,0.48188405797101447,5.131191666666667,0.6557971014492754,3.4582467362413634,0.5839665649244863,4,0,0,0
HCN,276,0.5181159420289855,3.007671557971015,0.6956521739130435,2.0547476386972594,0.6247748020594267,0,1,0,0
HCP,276,0.4492753623188406,1.4966947463768108,0.7282608695652174,1.0292182685429898,0.6340974496996789,0,0,0,0
HD,276,0.4528985507246377,6.505291666666665,0.6485507246376812,4.464504223696117,0.6332423035428023,2,1,0,0
HES,276,0.4420289855072464,4.508532971014492,0.6557971014492754,2.9168645450661526,0.6277430277359339,1,0,0,0
HIG,276,0.5362318840579711,2.1455432971014483,0.7427536231884058,1.4744257851183167,0.6463436680997832,3,0,0,0
HII,276,0.44565217391304346,12.092409148550722,0.7028985507246377,8.16957484463848,0.6140113044609529,3,1,0,0
HOG,276,0.4891304347826087,3.3601254528985494,0.6992753623188406,2.4669418261110523,0.6343142704567944,0,0,0,0
HOLX,276,0.5471014492753623,1.9152959239130434,0.7101449275362319,1.4674291161916315,0.5883495624190862,2,1,0,0
HON,276,0.5688405797101449,4.22245489130435,0.7065217391304348,3.0883735321669237,0.6231865714726385,2,0,0,0
HP,276,0.4601449275362319,5.643648460144928,0.6666666666666666,3.5338478195588316,0.6274139470826235,2,0,0,0
HRB,276,0.4963768115942029,1.9708294384057967,0.6702898550724637,1.4080583605630388,0.6043702895415487,1,0,0,0
HRL,276,0.4746376811594203,1.6642109601449282,0.6847826086956522,1.1998730757640814,0.6437887283801378,1,0,0,0
