path,size_bytes,sha256,category,python_module,reachable_from_app,reachable_from_run,reachable_from_gcfis_cli,direct_local_importers,changed_vs_previous_zip
data/loader.py,2866,57e4142c3572c31ff475f428c7df28c35404a3ac22cf6f663b3dcf0be85ccdb3,data,data.loader,True,True,False,1,False
data/snapshot.json,42,4c5bf3a64563a488612b378bcbd2f2b522f4dad07a372f15e1bd6aa35c27e35f,data,,False,False,False,0,False
data_layer.py,14795,0be298076f6750a3ec2cc9ed03890b2e3d21dd19a70134e6ff2733de0ceb811c,data,data_layer,True,True,False,2,False
engine_ic_test.py,7401,9a2642898e71fe1bc1b0b8b27cd72ac9f1d51102abb0c45f7a347c9a7f85b5ed,validation,engine_ic_test,False,False,False,0,False
engines/__init__.py,30,4412c70e545608f39769f4552c43c43cb01cfc48960b65f378f20413b19b6439,engine,engines,True,True,False,5,False
engines/aaii_scraper.py,4656,667b83e2c3753c7765a6fdac21cd3feeb2e0267c4e6a11fd01c4af888bbaaea4,engine,engines.aaii_scraper,False,False,False,0,False
engines/anti_fragility_engine.py,5573,3dc396118b42efc5fe4b3ef30b7cca553e60ed7b244691cfcacb1c4170db7330,engine,engines.anti_fragility_engine,False,False,False,1,False
engines/bandarmetrics_engine.py,21215,502363c4d34231e18931534cc41e810f8b2e0afa12cce38db5440967c61aa4ea,engine,engines.bandarmetrics_engine,True,True,False,4,False
engines/barchart_scraper.py,31096,943ed56dacf28556047baecadad5854b4a254849949cfbe0cb81ff1653a399be,engine,engines.barchart_scraper,False,False,False,0,False
engines/bottleneck_engine.py,6859,aa1281bad16c339ed73e26d452d3637b3ef5ac30d8354f6d8a2b2ce498131797,engine,engines.bottleneck_engine,False,False,False,0,False
engines/cftc_cot_scraper.py,30220,ab639080ec0a086194562979945b0bfb31df95ff8f98a4cffc626c870fdf8810,engine,engines.cftc_cot_scraper,True,True,False,3,False
engines/cme_scraper.py,44770,10f8b90276afe86167c870a4cccf6fbb1722c08aace5b14c7c0ed9b3e3b72898,engine,engines.cme_scraper,False,False,False,0,False
engines/defillama_scraper.py,27641,21d88f59a545e9fd01ffc7deac89b2a6b5125acaaabd32ef76ff01c8a3b8305e,engine,engines.defillama_scraper,False,False,False,0,False
engines/fx_carry_engine.py,5811,f2ceca5ce8f40a027ad61a1d2eefc2dfe630330037ad45bb6afe5778b84a3a64,engine,engines.fx_carry_engine,False,False,False,1,False
engines/gip_engine.py,19856,2f7be78f4019840788be6e4629e32a11b37b1d6eb03840b13e0ef50998d86830,engine,engines.gip_engine,True,True,False,2,False
engines/inventory_transfer_engine.py,4901,7df1c1b6282f252ffb51a97223e66f0a5deccbae9bfcad75d80f147513b522ce,engine,engines.inventory_transfer_engine,True,True,False,1,False
engines/laevitas_scraper.py,43495,aea0d98c1c21aa11f10005ab8cb18dc85e51826b73557688fa5b379e8d1453fb,engine,engines.laevitas_scraper,False,False,False,0,False
engines/live_data_engine.py,21263,157a52883184d81ae75b5bf2f89e3c27122602dc8a54b388f5a5a065205da28b,engine,engines.live_data_engine,True,True,False,2,False
engines/markov_regime_engine_v3.py,16787,dbafb5e9ee79d5db29aa23c74793f926c7762de42399874726e55e87bcc040a9,engine,engines.markov_regime_engine_v3,False,False,False,1,False
engines/onchain_engine.py,12699,3aab98e282805a2fe9056fdb3cb0e96277ff9e0595a5d5ac86be3d0cfe5cb99a,engine,engines.onchain_engine,False,False,False,0,False
engines/quad_explainer.py,6066,5a8af682845ef74244f44690a8e50af20669fe8570d50ad5a355f46e76ebfdeb,engine,engines.quad_explainer,False,False,False,0,False
engines/reflexivity_coefficient.py,4149,1868518e13a84d1ebbb0a802482272cb489e1b8105ae9b29c98efbb726e25bad,engine,engines.reflexivity_coefficient,False,False,False,1,False
engines/regime_transition_engine.py,6039,d1fe23d9eabc0261443ac3cb19767bf28b07694d55cb884b8f09a87abad36a9b,engine,engines.regime_transition_engine,False,False,False,0,False
engines/scenario_discovery_engine.py,2371,d95e9f0b95a937adf93eacb53b92ded9be9b3a3ef0836d38c71c65d5fd28a0b7,engine,engines.scenario_discovery_engine,False,False,False,0,False
engines/thought_process_engine.py,11554,b2ddf59725d16d1a17ee9b5ed927adafbb70f6a31438d69d4b2f95c0d99b604d,engine,engines.thought_process_engine,False,False,False,1,False
engines/treasury_liquidity.py,6112,410b70b1788cc714a288f4f4ef4e962404f5072d95c6aea410be4334636e6d8f,engine,engines.treasury_liquidity,True,True,False,1,False
engines/validation_engine.py,11217,adebe4f5562c8ec2e3f927f301cb994e2545d10578a6ec398289103c23319d38,validation,engines.validation_engine,False,False,False,1,False
engines/vix_bucket_engine.py,683,f9307a5bb480a20c3a7ac16d3bcb7efc1ad9d3eea70975c6ac5c1315c1cae64b,engine,engines.vix_bucket_engine,False,False,False,1,False
exception_engine.py,8921,67110ef9087ccb8dd926e98ee35d49f2370883444cda4f95f611a7026749b7e3,engine,exception_engine,False,False,False,0,False
filter_validation.py,8528,88ec994f21abe785d5c7cffa45dc098e77c8c4e5f2f9e9ef7655c6d0e7ff3243,validation,filter_validation,False,False,False,0,False
gcfis/ARCHITECTURE_REVIEW_v2.md,4062,a22ca5551a9224fd9a24839c40b220bb006ee2cf6327259b95cf24ee9942f3d1,engine,,False,False,False,0,False
gcfis/BM_REDESIGN.md,2148,0dbd8de26c7066dcb40d1613a4a94b2bf71fde514f15d44047d692398827e4f3,engine,,False,False,False,0,False
gcfis/CHANGELOG.md,10187,db2bd32482150498c39b5194d8e46549a5342739e0ca2fd531049020e8c9a689,engine,,False,False,False,0,False
gcfis/DOCS_1_9_STATUS.md,4165,815d82b37e25af5238f7a445e144fd1cf07f4a10abd0af550940625bcd316441,engine,,False,False,False,0,False
gcfis/FLAWS_AUDIT.md,2178,f255f17c6d683a56999421b90f3bb8cab94272ade23d824e554bdfc751f8f0f5,engine,,False,False,False,0,False
gcfis/MARKET_DRIVERS.md,4473,707da635b686a48aefe2b86c38260f1946d8d9612b51dfc2fd967e581e73e654,engine,,False,False,False,0,False
gcfis/QUAD_AND_FILTER.md,2597,a5d17d7998820caa5deb861f7391001d474d0342d6a7acf584c1ef5fc9749b27,engine,,False,False,False,0,False
gcfis/README.md,6273,dea143d1f194a8c4d92707aa5acf4224bb11d636d7937a17ff4abd9aa7114304,engine,,False,False,False,0,False
gcfis/VALIDATION_REAL.md,2996,c685fca07bba2471d9e38afe78952533064f062d6e9ff19b214d94caf77f9015,engine,,False,False,False,0,False
gcfis/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,engine,gcfis,False,False,False,0,False
gcfis/adapter_v40.py,1366,b9da0840a8e75840ce79c8e8f0dfacb146e8545ee725076bde71e534b13b9531,engine,gcfis.adapter_v40,False,False,False,0,False
gcfis/backtest.py,5055,18ce0a5fd8c9043284bcf6866cc4e1a057660e54f457a798b32d0af67a4db38f,engine,gcfis.backtest,False,False,False,4,False
gcfis/core/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,engine,gcfis.core,False,False,False,0,False
gcfis/core/change_core.py,3548,221ed39cb7c45bd12fcc33a2f99821cf0ea433497cc1ab8e99285de901c2af9d,engine,gcfis.core.change_core,True,True,True,17,False
gcfis/core/contracts.py,2724,6f243500dcba0576bdaf001224df9defb0e236b96436b4042ceea1f441154772,engine,gcfis.core.contracts,True,True,True,2,False
gcfis/dashboard.py,15257,ffc9c6f8f04a50cdc8e0906147c090ddba2be2cda76d786a4867d27195b8d85c,engine,gcfis.dashboard,False,False,False,1,False
gcfis/data/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,engine,gcfis.data,False,False,False,0,False
