claim_id,target,candidate_id,promoted,validation_diff_mean,validation_simultaneous_lb,lockbox_diff_mean,lockbox_simultaneous_lb,live_decision_weight,capital_permission
DRAWDOWN_63_20|A:ret_252:-1&vol_126:+1,DRAWDOWN_63_20,A:ret_252:-1&vol_126:+1,False,0.07277777777777779,-0.04361111111111113,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:vol_126:+1&vol_21:+1,DRAWDOWN_63_20,A:vol_126:+1&vol_21:+1,False,0.06888888888888889,-0.04750000000000003,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:accel_21_63:+1&vol_126:+1,DRAWDOWN_63_20,A:accel_21_63:+1&vol_126:+1,False,0.058888888888888886,-0.05750000000000003,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_252:-1&ret_126:-1,DRAWDOWN_63_20,A:dist_high_252:-1&ret_126:-1,False,0.05236111111111113,-0.0640277777777778,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:ret_42:-1&vol_126:+1,DRAWDOWN_63_20,A:ret_42:-1&vol_126:+1,False,0.052222222222222225,-0.06416666666666669,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:mom_252_21:-1&vol_63:+1,DRAWDOWN_63_20,A:mom_252_21:-1&vol_63:+1,False,0.04916666666666667,-0.06722222222222224,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:ret_126:-1&vol_21:+1,DRAWDOWN_63_20,A:ret_126:-1&vol_21:+1,False,0.04194444444444445,-0.07444444444444447,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:range_loc_63:-1&vol_63:+1,DRAWDOWN_63_20,A:range_loc_63:-1&vol_63:+1,False,0.04125,-0.07513888888888892,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:atr_63:+1&cmf_60:-1,DRAWDOWN_63_20,A:atr_63:+1&cmf_60:-1,False,0.041249999999999995,-0.07513888888888892,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:relret_126:-1&ret_63:-1,DRAWDOWN_63_20,A:relret_126:-1&ret_63:-1,False,0.03861111111111112,-0.0777777777777778,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:relret_63:-1&vol_63:+1,DRAWDOWN_63_20,A:relret_63:-1&vol_63:+1,False,0.03833333333333334,-0.07805555555555557,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:ret_126:-1&vol_63:+1,DRAWDOWN_63_20,A:ret_126:-1&vol_63:+1,False,0.03819444444444445,-0.07819444444444447,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_252:-1&ret_63:-1,DRAWDOWN_63_20,A:dist_high_252:-1&ret_63:-1,False,0.034861111111111114,-0.08152777777777781,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:accel_21_63:+1&relret_63:-1,DRAWDOWN_63_20,A:accel_21_63:+1&relret_63:-1,False,0.015000000000000001,-0.10138888888888892,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_126:-1&obv_slope_63:-1,DRAWDOWN_63_20,A:dist_high_126:-1&obv_slope_63:-1,False,0.0076388888888888895,-0.10875000000000003,0.08,-0.04292857142857168,0.0,BLOCKED
DRAWDOWN_63_20|A:vol_10:+1&vol_126:+1,DRAWDOWN_63_20,A:vol_10:+1&vol_126:+1,False,0.07236111111111111,-0.044027777777777805,0.07999999999999999,-0.04292857142857169,0.0,BLOCKED
DRAWDOWN_63_20|A:ret_63:-1&vol_63:+1,DRAWDOWN_63_20,A:ret_63:-1&vol_63:+1,False,0.05180555555555557,-0.06458333333333335,0.07999999999999999,-0.04292857142857169,0.0,BLOCKED
DRAWDOWN_63_20|A:atr_63:+1&range_loc_63:-1,DRAWDOWN_63_20,A:atr_63:+1&range_loc_63:-1,False,0.05166666666666667,-0.06472222222222224,0.07999999999999999,-0.04292857142857169,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_126:-1&vol_21:+1,DRAWDOWN_63_20,A:dist_high_126:-1&vol_21:+1,False,0.048611111111111105,-0.06777777777777781,0.07999999999999999,-0.04292857142857169,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_252:-1&dist_high_63:-1,DRAWDOWN_63_20,A:dist_high_252:-1&dist_high_63:-1,False,0.04180555555555556,-0.07458333333333336,0.07999999999999999,-0.04292857142857169,0.0,BLOCKED
DRAWDOWN_63_20|A:obv_slope_63:-1&vol_63:+1,DRAWDOWN_63_20,A:obv_slope_63:-1&vol_63:+1,False,0.006944444444444445,-0.10944444444444447,0.07999999999999999,-0.04292857142857169,0.0,BLOCKED
DRAWDOWN_63_20|A:atr_63:+1&dist_high_20:-1,DRAWDOWN_63_20,A:atr_63:+1&dist_high_20:-1,False,0.06888888888888889,-0.04750000000000003,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:accel_5_21:+1&dist_high_63:-1,DRAWDOWN_63_20,A:accel_5_21:+1&dist_high_63:-1,False,0.06624999999999999,-0.05013888888888893,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:accel_5_21:+1&vol_63:+1,DRAWDOWN_63_20,A:accel_5_21:+1&vol_63:+1,False,0.05569444444444444,-0.060694444444444474,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_252:-1&vol_10:+1,DRAWDOWN_63_20,A:dist_high_252:-1&vol_10:+1,False,0.05555555555555555,-0.060833333333333364,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_126:-1&ret_252:-1,DRAWDOWN_63_20,A:dist_high_126:-1&ret_252:-1,False,0.04888888888888888,-0.06750000000000003,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|S:vol_126:+1,DRAWDOWN_63_20,S:vol_126:+1,False,0.04819444444444445,-0.06819444444444447,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_252:-1&relret_63:-1,DRAWDOWN_63_20,A:dist_high_252:-1&relret_63:-1,False,0.04527777777777778,-0.07111111111111114,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:relret_126:-1&vol_21:+1,DRAWDOWN_63_20,A:relret_126:-1&vol_21:+1,False,0.04527777777777778,-0.07111111111111114,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
