experiment_id,kind,spec,horizon_m,target,data_origin,dataset_hash,oos_method,oos_ic,nonoverlap_ic,nonoverlap_p,block_perm_p,fdr_q,status
EXP_C_0002,MECHANISM_COMBO,inflation_rate_shock_eq,6,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,0.2928258494836809,0.2643287782680474,0.003530271779568,0.0012484394506866,0.012355951228488,HISTORICALLY_SUPPORTED_US_ONLY
EXP_C_0003,MECHANISM_COMBO,valuation_inflation_eq,6,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,-0.0437713957359554,-0.0731948780756396,0.4288881139632104,0.5855181023720349,0.4288881139632104,CONTEXT_ONLY
EXP_C_0004,MECHANISM_COMBO,valuation_rate_eq,6,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,-0.0584784564342349,-0.0825276438863005,0.3701927718375339,0.4444444444444444,0.4288881139632104,CONTEXT_ONLY
EXP_C_0005,MECHANISM_COMBO,valuation_vix_eq,6,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,-0.1911259039353622,-0.147347063945226,0.1280650657926654,0.0112359550561797,0.2241138651371644,CONTEXT_ONLY
EXP_C_0006,MECHANISM_COMBO,inflation_vix_eq,6,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,0.2082187177163587,0.2533082644388634,0.005442850252721,0.0024968789013732,0.0126999839230157,HISTORICALLY_SUPPORTED_US_ONLY
EXP_C_0007,MECHANISM_COMBO,rate_vix_eq,6,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,0.2324911660610454,0.1243054403831948,0.176152177594072,0.0012484394506866,0.2466130486317009,CONTEXT_ONLY
EXP_C_0008,MECHANISM_COMBO,inflation_pressure_eq,12,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,0.3013505710453913,0.3762156154487358,0.00305127094873,0.0024968789013732,0.0106794483205551,HISTORICALLY_SUPPORTED_US_ONLY
EXP_C_0009,MECHANISM_COMBO,inflation_rate_shock_eq,12,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,0.2504645889161738,0.3821617115865519,0.0025849504351114,0.0024968789013732,0.0106794483205551,HISTORICALLY_SUPPORTED_US_ONLY
EXP_C_0010,MECHANISM_COMBO,valuation_inflation_eq,12,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,-0.0825626871022916,-0.1322033898305085,0.3182134081105829,0.3570536828963795,0.3712489761290135,CONTEXT_ONLY
EXP_C_0011,MECHANISM_COMBO,valuation_rate_eq,12,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,-0.1276945909553893,-0.1079188663517644,0.4117874600546548,0.1685393258426966,0.4117874600546548,CONTEXT_ONLY
EXP_C_0012,MECHANISM_COMBO,valuation_vix_eq,12,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,-0.1971069964521382,-0.2090718505812845,0.1292082026509673,0.079900124843945,0.2261143546391927,CONTEXT_ONLY
EXP_C_0013,MECHANISM_COMBO,inflation_vix_eq,12,future SPX max drawdown severity / >=20% crash,FACTUAL,28d16941c581bda9bdcae4e0f9e3cc4b61204f8484e8c2249abdde2efe2cc3c4,chronological 60/40 + nonoverlap + block permutation + era splits,0.2304207690262909,0.1414962010520163,0.28507503302296,0.0074906367041198,0.3712489761290135,CONTEXT_ONLY
