date,t10y3m,hy_oas,cape,a1,a2,b1,b2,c,score
2025-04-29,-0.12,3.74,32.63,1,1,1,0,0,3
2025-04-30,-0.14,3.94,32.63,1,1,1,0,0,3
2025-05-01,-0.06,3.78,35.08,1,1,1,0,1,4
2025-05-02,0.0,3.6,35.08,1,1,1,0,1,4
2025-05-05,0.03,3.6,35.08,1,1,1,0,1,4
2025-05-06,-0.03,3.66,35.08,1,1,1,0,1,4
2025-05-07,-0.08,3.67,35.08,1,1,1,0,1,4
2025-05-08,0.03,3.51,35.08,1,1,1,0,1,4
2025-05-09,0.03,3.53,35.08,1,1,1,0,1,4
2025-05-12,0.03,3.15,35.08,1,1,1,0,1,4
2025-05-13,0.08,3.09,35.08,1,1,1,0,1,4
2025-05-14,0.12,3.1,35.08,1,1,1,0,1,4
2025-05-15,0.07,3.2,35.08,1,1,1,0,1,4
2025-05-16,0.06,3.16,35.08,1,1,1,0,1,4
2025-05-19,0.07,3.21,35.08,1,1,1,0,1,4
2025-05-20,0.1,3.2,35.08,1,1,1,0,1,4
2025-05-21,0.22,3.25,35.08,1,1,1,0,1,4
2025-05-22,0.17,3.32,35.08,1,1,1,0,1,4
2025-05-23,0.15,3.4,35.08,1,1,1,0,1,4
2025-05-27,0.08,3.24,35.08,1,1,1,0,1,4
2025-05-28,0.12,3.23,35.08,1,1,1,0,1,4
2025-05-29,0.07,3.22,35.08,1,1,1,0,1,4
2025-05-30,0.05,3.31,35.08,1,1,1,0,1,4
2025-06-02,0.02,3.27,36.12,1,1,1,0,1,4
2025-06-03,0.03,3.19,36.12,1,1,1,0,1,4
2025-06-04,-0.07,3.23,36.12,1,1,1,0,1,4
2025-06-05,-0.04,3.18,36.12,1,1,1,0,1,4
2025-06-06,0.08,3.09,36.12,1,1,1,0,1,4
2025-06-09,0.05,3.12,36.12,1,1,1,0,1,4
2025-06-10,0.02,3.12,36.12,1,1,1,0,1,4
2025-06-11,-0.04,3.12,36.12,1,1,1,0,1,4
2025-06-12,-0.1,3.17,36.12,1,1,1,0,1,4
2025-06-13,-0.04,3.18,36.12,1,1,1,0,1,4
2025-06-16,0.03,3.1,36.12,1,1,1,0,1,4
2025-06-17,-0.03,3.17,36.12,1,1,1,0,1,4
2025-06-18,-0.04,3.16,36.12,1,1,1,0,1,4
2025-06-20,-0.01,3.13,36.12,1,1,1,0,1,4
2025-06-23,-0.04,3.12,36.12,1,1,1,0,1,4
2025-06-24,-0.08,3.06,36.12,1,1,1,0,1,4
2025-06-25,-0.09,3.04,36.12,1,1,1,0,1,4
2025-06-26,-0.13,3.04,36.12,1,1,1,0,1,4
2025-06-27,-0.1,3.02,36.12,1,1,1,0,1,4
2025-06-30,-0.17,2.96,36.12,1,1,1,0,1,4
2025-07-01,-0.14,2.91,37.48,1,1,1,0,1,4
2025-07-02,-0.11,2.88,37.48,1,1,1,0,1,4
2025-07-03,-0.07,2.8,37.48,1,1,1,0,1,4
2025-07-07,-0.02,2.86,37.48,1,1,1,0,1,4
2025-07-08,0.0,2.92,37.48,1,1,1,0,1,4
2025-07-09,-0.08,2.94,37.48,1,1,1,0,1,4
2025-07-10,-0.07,2.92,37.48,1,1,1,0,1,4
2025-07-11,0.02,2.97,37.48,1,1,1,0,1,4
2025-07-14,0.01,2.95,37.48,1,1,1,0,1,4
2025-07-15,0.08,2.95,37.48,1,1,1,0,1,4
2025-07-16,0.05,3.0,37.48,1,1,1,0,1,4
2025-07-17,0.06,2.91,37.48,1,1,1,0,1,4
2025-07-18,0.04,2.93,37.48,1,1,1,0,1,4
2025-07-21,-0.03,2.89,37.48,1,1,1,0,1,4
2025-07-22,-0.06,2.9,37.48,1,1,1,0,1,4
2025-07-23,-0.01,2.83,37.48,1,1,1,0,1,4
2025-07-24,0.01,2.82,37.48,1,1,1,0,1,4
2025-07-25,-0.02,2.84,37.48,1,1,1,0,1,4
2025-07-28,0.02,2.82,37.48,1,1,1,0,1,4
2025-07-29,-0.06,2.86,37.48,1,1,1,0,1,4
2025-07-30,-0.03,2.89,37.48,1,1,1,0,1,4
2025-07-31,-0.04,2.86,37.48,1,1,1,0,1,4
2025-08-01,-0.12,3.13,37.85,1,1,1,0,1,4
2025-08-04,-0.13,3.02,37.85,1,1,1,0,1,4
2025-08-05,-0.12,2.98,37.85,1,1,1,0,1,4
2025-08-06,-0.1,2.98,37.85,1,1,1,0,1,4
2025-08-07,-0.09,2.95,37.85,1,1,1,0,1,4
2025-08-08,-0.05,2.94,37.85,1,1,1,0,1,4
2025-08-11,-0.07,2.94,37.85,1,1,1,0,1,4
2025-08-12,-0.04,2.93,37.85,1,1,1,0,1,4
2025-08-13,-0.05,2.9,37.85,1,1,1,0,1,4
2025-08-14,-0.01,2.89,37.85,1,1,1,0,1,4
2025-08-15,0.03,2.88,37.85,1,1,1,0,1,4
2025-08-18,0.01,2.88,37.85,1,1,1,0,1,4
2025-08-19,0.0,2.9,37.85,1,1,1,0,1,4
2025-08-20,-0.01,2.94,37.85,1,1,1,0,1,4
2025-08-21,0.01,2.95,37.85,1,1,1,0,1,4
2025-08-22,-0.01,2.88,37.85,1,1,1,0,1,4
2025-08-25,-0.01,2.8,37.85,1,1,1,0,1,4
2025-08-26,-0.02,2.78,37.85,1,1,1,0,1,4
2025-08-27,-0.02,2.78,37.85,1,1,1,0,1,4
2025-08-28,-0.04,2.75,37.85,1,1,1,0,1,4
2025-08-29,0.0,2.82,37.85,1,1,1,0,1,4
2025-09-02,0.08,2.92,38.59,1,1,1,0,1,4
2025-09-03,0.04,2.88,38.59,1,1,1,0,1,4
2025-09-04,0.01,2.84,38.59,1,1,1,0,1,4
2025-09-05,0.03,2.83,38.59,1,1,1,0,1,4
2025-09-08,-0.05,2.84,38.59,1,1,1,0,1,4
2025-09-09,-0.02,2.87,38.59,1,1,1,0,1,4
2025-09-10,-0.05,2.84,38.59,1,1,1,0,1,4
2025-09-11,-0.07,2.78,38.59,1,1,1,0,1,4
2025-09-12,-0.02,2.79,38.59,1,1,1,0,1,4
2025-09-15,-0.01,2.75,38.59,1,1,1,0,1,4
2025-09-16,0.0,2.79,38.59,1,1,1,0,1,4
2025-09-17,0.04,2.79,38.59,1,1,1,0,1,4
2025-09-18,0.08,2.71,38.59,1,1,1,0,1,4
2025-09-19,0.11,2.72,38.59,1,1,1,0,1,4
2025-09-22,0.15,2.69,38.59,1,1,1,0,1,4
2025-09-23,0.12,2.71,38.59,1,1,1,0,1,4
2025-09-24,0.14,2.7,38.59,1,1,1,0,1,4
2025-09-25,0.14,2.76,38.59,1,1,1,0,1,4
2025-09-26,0.18,2.75,38.59,1,1,1,0,1,4
2025-09-29,0.11,2.74,38.59,1,1,1,0,1,4
2025-09-30,0.14,2.8,38.59,1,1,1,0,1,4
2025-10-01,0.11,2.81,39.31,1,1,1,0,1,4
2025-10-02,0.08,2.81,39.31,1,1,1,0,1,4
2025-10-03,0.1,2.8,39.31,1,1,1,0,1,4
2025-10-06,0.16,2.76,39.31,1,1,0,0,1,3
2025-10-07,0.13,2.82,39.31,1,1,0,0,1,3
2025-10-08,0.12,2.84,39.31,1,1,0,0,1,3
2025-10-09,0.11,2.95,39.31,1,1,0,0,1,3
2025-10-10,0.03,3.18,39.31,1,1,0,0,1,3
2025-10-14,0.01,3.11,39.31,1,1,0,0,1,3
2025-10-15,0.02,2.95,39.31,1,1,0,0,1,3
2025-10-16,-0.03,3.04,39.31,1,1,0,0,1,3
2025-10-17,0.02,3.04,39.31,1,1,0,0,1,3
2025-10-20,0.03,2.99,39.31,1,1,0,0,1,3
2025-10-21,0.02,2.97,39.31,1,1,0,0,1,3
2025-10-22,0.01,3.01,39.31,1,1,0,0,1,3
2025-10-23,0.06,2.96,39.31,1,1,0,0,1,3
2025-10-24,0.09,2.88,39.31,1,1,0,0,1,3
2025-10-27,0.12,2.8,39.31,1,1,0,0,1,3
2025-10-28,0.1,2.82,39.31,1,1,0,0,1,3
2025-10-29,0.15,2.76,39.31,1,1,0,0,1,3
2025-10-30,0.19,2.85,39.31,1,1,0,0,1,3
2025-10-31,0.22,2.94,39.31,1,1,0,0,1,3
2025-11-03,0.15,3.04,39.16,1,1,0,0,1,3
2025-11-04,0.14,3.13,39.16,1,1,0,0,1,3
2025-11-05,0.21,3.05,39.16,1,1,0,0,1,3
2025-11-06,0.18,3.13,39.16,1,1,0,0,1,3
2025-11-07,0.19,3.15,39.16,1,1,0,0,1,3
2025-11-10,0.18,3.02,39.16,1,1,0,0,1,3
2025-11-12,0.13,3.02,39.16,1,1,0,0,1,3
2025-11-13,0.15,3.09,39.16,1,1,0,0,1,3
2025-11-14,0.19,3.07,39.16,1,1,0,0,1,3
2025-11-17,0.16,3.13,39.16,1,1,0,0,1,3
2025-11-18,0.18,3.2,39.16,1,1,0,0,1,3
2025-11-19,0.18,3.17,39.16,1,1,0,0,1,3
2025-11-20,0.16,3.17,39.16,1,1,0,0,1,3
2025-11-21,0.16,3.19,39.16,1,1,0,0,1,3
2025-11-24,0.13,3.15,39.16,1,1,0,0,1,3
2025-11-25,0.11,3.1,39.16,1,1,0,0,1,3
2025-11-26,0.08,3.0,39.16,1,1,0,0,1,3
2025-11-28,0.14,2.95,39.16,1,1,0,0,1,3
2025-12-01,0.28,2.94,39.59,1,1,0,0,1,3
2025-12-02,0.32,2.92,39.59,1,1,0,0,1,3
2025-12-03,0.34,2.89,39.59,1,1,0,0,1,3
2025-12-04,0.4,2.88,39.59,1,1,0,0,1,3
2025-12-05,0.43,2.85,39.59,1,1,0,0,1,3
2025-12-08,0.44,2.89,39.59,1,1,0,0,1,3
2025-12-09,0.45,2.89,39.59,1,1,0,0,1,3
2025-12-10,0.44,2.91,39.59,1,1,0,0,1,3
2025-12-11,0.48,2.88,39.59,1,1,0,0,1,3
2025-12-12,0.56,2.91,39.59,0,1,0,0,1,2
2025-12-15,0.53,2.91,39.59,0,1,0,0,1,2
2025-12-16,0.51,2.98,39.59,0,1,0,0,1,2
2025-12-17,0.52,2.99,39.59,0,1,0,0,1,2
2025-12-18,0.5,2.95,39.59,1,1,0,0,1,3
2025-12-19,0.54,2.9,39.59,0,1,0,0,1,2
2025-12-22,0.53,2.88,39.59,0,1,0,0,1,2
2025-12-23,0.53,2.83,39.59,0,1,0,0,1,2
2025-12-24,0.46,2.84,39.59,1,1,0,0,1,3
2025-12-26,0.5,2.86,39.59,1,1,0,0,1,3
2025-12-29,0.44,2.87,39.59,1,1,0,0,1,3
2025-12-30,0.49,2.84,39.59,1,1,0,0,1,3
2025-12-31,0.51,2.81,39.59,0,1,0,0,1,2
2026-01-02,0.54,2.83,39.65,0,1,0,0,1,2
2026-01-05,0.53,2.81,39.65,0,1,0,0,1,2
2026-01-06,0.55,2.79,39.65,0,1,0,0,1,2
2026-01-07,0.53,2.79,39.65,0,1,0,0,1,2
2026-01-08,0.57,2.76,39.65,0,1,0,0,1,2
2026-01-09,0.56,2.74,39.65,0,1,0,0,1,2
2026-01-12,0.52,2.74,39.65,0,1,0,0,1,2
2026-01-13,0.51,2.75,39.65,0,1,0,0,1,2
2026-01-14,0.48,2.76,39.65,1,1,0,0,1,3
2026-01-15,0.49,2.71,39.65,1,1,0,0,1,3
2026-01-16,0.57,2.65,39.65,0,1,0,0,1,2
2026-01-20,0.6,2.73,39.65,0,1,0,0,1,2
2026-01-21,0.56,2.69,39.65,0,1,0,0,1,2
2026-01-22,0.55,2.64,39.65,0,1,0,0,1,2
2026-01-23,0.54,2.68,39.65,0,1,0,0,1,2
2026-01-26,0.55,2.69,39.65,0,1,0,0,1,2
2026-01-27,0.57,2.71,39.65,0,1,0,0,1,2
2026-01-28,0.58,2.72,39.65,0,1,0,0,1,2
2026-01-29,0.57,2.77,39.65,0,1,0,0,1,2
2026-01-30,0.59,2.8,39.65,0,1,0,0,1,2
2026-02-02,0.6,2.81,39.02,0,1,0,0,1,2
2026-02-03,0.59,2.85,39.02,0,1,0,0,1,2
2026-02-04,0.6,2.86,39.02,0,1,0,0,1,2
2026-02-05,0.54,2.97,39.02,0,1,0,0,1,2
2026-02-06,0.54,2.87,39.02,0,1,0,0,1,2
2026-02-09,0.53,2.84,39.02,0,1,0,0,1,2
2026-02-10,0.47,2.86,39.02,1,1,0,0,1,3
2026-02-11,0.48,2.84,39.02,1,1,0,0,1,3
2026-02-12,0.39,2.92,39.02,1,1,0,0,1,3
2026-02-13,0.36,2.95,39.02,1,1,0,0,1,3
2026-02-17,0.36,2.94,39.02,1,1,0,0,1,3
2026-02-18,0.39,2.86,39.02,1,1,0,0,1,3
2026-02-19,0.39,2.88,39.02,1,1,0,0,1,3
2026-02-20,0.39,2.86,39.02,1,1,0,0,1,3
2026-02-23,0.34,2.95,39.02,1,1,0,0,1,3
2026-02-24,0.35,2.97,39.02,1,1,0,0,1,3
2026-02-25,0.36,2.94,39.02,1,1,0,0,1,3
2026-02-26,0.34,2.98,39.02,1,1,0,0,1,3
2026-02-27,0.3,3.1,39.02,1,1,0,0,1,3
2026-03-02,0.33,3.03,37.04,1,1,0,0,1,3
2026-03-03,0.35,3.08,37.04,1,1,0,0,1,3
2026-03-04,0.38,2.97,37.04,1,1,0,0,1,3
2026-03-05,0.43,3.0,37.04,1,1,0,0,1,3
2026-03-06,0.46,3.13,37.04,1,1,0,0,1,3
2026-03-09,0.41,3.19,37.04,1,1,0,0,1,3
2026-03-10,0.44,3.06,37.04,1,1,0,0,1,3
2026-03-11,0.5,3.09,37.04,1,1,0,0,1,3
2026-03-12,0.55,3.17,37.04,0,1,0,0,1,2
2026-03-13,0.56,3.28,37.04,0,1,0,0,1,2
2026-03-16,0.51,3.27,37.04,0,1,0,0,1,2
2026-03-17,0.48,3.22,37.04,1,1,0,0,1,3
2026-03-18,0.53,3.2,37.04,0,1,0,0,1,2
2026-03-19,0.52,3.27,37.04,0,1,0,0,1,2
2026-03-20,0.65,3.24,37.04,0,1,0,0,1,2
2026-03-23,0.6,3.19,37.04,0,1,0,0,1,2
2026-03-24,0.65,3.19,37.04,0,1,0,0,1,2
2026-03-25,0.6,3.17,37.04,0,1,0,0,1,2
2026-03-26,0.69,3.21,37.04,0,1,0,0,1,2
2026-03-27,0.71,3.42,37.04,0,1,0,0,1,2
2026-03-30,0.64,3.46,37.04,0,1,0,0,1,2
2026-03-31,0.6,3.28,37.04,0,1,0,0,1,2
2026-04-01,0.63,3.16,38.15,0,1,0,0,1,2
2026-04-02,0.61,3.17,38.15,0,1,0,0,1,2
2026-04-03,0.64,3.13,38.15,0,1,0,0,1,2
2026-04-06,0.62,3.05,38.15,0,1,0,0,1,2
2026-04-07,0.62,3.12,38.15,0,1,0,0,1,2
2026-04-08,0.6,2.94,38.15,0,1,0,0,1,2
2026-04-09,0.61,2.9,38.15,0,1,0,0,1,2
2026-04-10,0.62,2.94,38.15,0,1,0,0,1,2
2026-04-13,0.59,2.95,38.15,0,1,0,0,1,2
2026-04-14,0.55,2.84,38.15,0,1,0,0,1,2
2026-04-15,0.58,2.85,38.15,0,1,0,0,1,2
2026-04-16,0.62,2.86,38.15,0,1,0,0,1,2
2026-04-17,0.56,2.83,38.15,0,1,0,0,1,2
2026-04-20,0.55,2.87,38.15,0,1,0,0,1,2
2026-04-21,0.61,2.85,38.15,0,1,0,0,1,2
2026-04-22,0.61,2.84,38.15,0,1,0,0,1,2
2026-04-23,0.65,2.86,38.15,0,1,0,0,1,2
2026-04-24,0.62,2.86,38.15,0,1,0,0,1,2
2026-04-27,0.67,2.84,38.15,0,1,0,0,1,2
2026-04-28,0.68,2.85,38.15,0,1,0,0,1,2
2026-04-29,0.74,2.82,38.15,0,1,0,0,1,2
2026-04-30,0.72,2.83,38.15,0,1,0,0,1,2
2026-05-01,0.71,2.77,40.28,0,1,0,0,1,2
2026-05-04,0.75,2.78,40.28,0,1,0,0,1,2
2026-05-05,0.74,2.77,40.28,0,1,0,0,1,2
2026-05-06,0.67,2.75,40.28,0,1,0,0,1,2
2026-05-07,0.72,2.79,40.28,0,1,0,0,1,2
2026-05-08,0.69,2.81,40.28,0,1,0,0,1,2
2026-05-11,0.72,2.79,40.28,0,1,0,0,1,2
2026-05-12,0.76,2.82,40.28,0,1,0,0,1,2
2026-05-13,0.77,2.82,40.28,0,1,0,0,1,2
2026-05-14,0.78,2.76,40.28,0,1,0,0,1,2
2026-05-15,0.9,2.8,40.28,0,1,0,0,1,2
2026-05-18,0.93,2.83,40.28,0,1,0,0,1,2
2026-05-19,1.0,2.86,40.28,0,1,0,0,1,2
2026-05-20,0.92,2.8,40.28,0,1,0,0,1,2
2026-05-21,0.89,2.78,40.28,0,1,0,0,1,2
2026-05-22,0.88,2.74,40.28,0,1,0,0,1,2
2026-05-26,0.82,2.72,40.28,0,1,0,0,1,2
2026-05-27,0.8,2.71,40.28,0,1,0,0,1,2
2026-05-28,0.76,2.72,40.28,0,1,0,0,1,2
2026-05-29,0.76,2.72,40.28,0,1,0,0,1,2
2026-06-01,0.69,2.72,40.5,0,1,0,0,1,2
2026-06-02,0.69,2.71,40.5,0,1,0,0,1,2
2026-06-03,0.71,2.75,40.5,0,1,0,0,1,2
2026-06-04,0.69,2.74,40.5,0,1,0,0,1,2
2026-06-05,0.77,2.76,40.5,0,1,0,0,1,2
2026-06-08,0.76,2.75,40.5,0,1,0,0,1,2
2026-06-09,0.74,2.78,40.5,0,1,0,0,1,2
2026-06-10,0.76,2.8,40.5,0,1,0,0,1,2
2026-06-11,0.67,2.78,40.5,0,1,0,0,1,2
2026-06-12,0.7,2.71,40.5,0,1,0,0,1,2
2026-06-15,0.68,2.66,40.5,0,1,0,0,1,2
2026-06-16,0.64,2.71,40.5,0,1,0,0,1,2
2026-06-17,0.66,2.63,40.5,0,1,0,0,1,2
2026-06-18,0.63,2.66,40.5,0,1,0,0,1,2
2026-06-22,0.66,2.65,40.5,0,1,0,0,1,2
2026-06-23,0.65,2.71,40.5,0,1,0,0,1,2
2026-06-24,0.56,2.76,40.5,0,1,0,0,1,2
2026-06-25,0.56,2.78,40.5,0,1,0,0,1,2
2026-06-26,0.55,2.83,40.5,0,1,0,0,1,2
2026-06-29,0.51,2.8,40.5,0,1,0,0,1,2
2026-06-30,0.57,2.75,40.5,0,1,0,0,1,2
2026-07-01,0.63,2.74,40.73,0,1,0,0,1,2
2026-07-02,0.67,2.75,40.73,0,1,0,0,1,2
2026-07-06,0.61,2.72,40.73,0,1,0,0,1,2
2026-07-07,0.69,2.67,40.73,0,1,0,0,1,2
2026-07-08,0.69,2.7,40.73,0,1,0,0,1,2
2026-07-09,0.71,2.7,40.73,0,1,0,0,1,2
2026-07-10,0.71,2.69,40.73,0,1,0,0,1,2
2026-07-13,0.73,2.69,40.73,0,1,0,0,1,2
2026-07-14,0.74,2.72,40.73,0,1,0,0,1,2
2026-07-15,0.72,2.71,40.73,0,1,0,0,1,2
2026-07-16,0.73,2.71,40.73,0,1,0,0,1,2
2026-07-17,0.7,2.73,40.73,0,1,0,0,1,2
2026-07-20,0.74,2.69,40.73,0,1,0,0,1,2
2026-07-21,0.76,2.69,40.73,0,1,0,0,1,2
2026-07-22,0.78,2.68,40.73,0,1,0,0,1,2
2026-07-23,0.76,2.77,40.73,0,1,0,0,1,2
2026-07-24,0.73,2.79,40.73,0,1,0,0,1,2
2026-07-27,0.69,2.81,40.73,0,1,0,0,1,2
2026-07-28,0.71,2.84,40.73,0,1,0,0,1,2
